Date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2021.11.02,15629,734,21156,8412,72148,8965,8776,2095,1193,59670,29237,916,3577,28719,16783,6965,6424,9834,14565,1179,10913,15530,23730,8842,10129,12678,2380,2984,7667,1572,28004,5073,56533,18130,1810,26206,10710,4405,31530,2881,13766,2249,16393,71306,3248,369,14020,8693,4475,9467,1207
2021.11.03,15676,737,21273,8434,72241,9007,8776,2096,1193,59670,29310,919,3600,28759,16841,7069,6451,9856,14585,1193,10925,15545,23879,8885,10134,12687,2396,2987,7676,1581,28011,5085,56579,18191,1815,26270,10879,4469,31711,2881,13803,2253,16425,71461,3262,374,14052,8727,4490,9495,1243
2021.11.04,15734,740,21290,8452,72326,9044,8776,2101,1193,59670,29393,932,3629,28800,16859,7069,6451,9886,14597,1197,10939,15564,23879,8917,10134,12690,2405,2988,7691,1592,28011,5101,56610,18211,1820,26349,10879,4543,31783,2881,13832,2260,16454,71590,3276,380,14089,8767,4511,9523,1243
2021.11.05,15786,741,21348,8472,72433,9093,8790,2115,1193,60334,29483,944,3644,28825,16898,7069,6498,9939,14615,1204,10956,15580,23975,8952,10148,12697,2415,3001,7712,1597,28062,5113,56660,18251,1824,26407,10879,4562,31855,2881,13841,2267,16489,71726,3286,383,14125,8798,4518,9542,1243
2021.11.06,15834,741,21408,8483,72461,9126,8790,2119,1193,60334,29483,950,3646,28832,16898,7069,6498,9974,14615,1207,10965,15580,23975,8952,10148,12704,2415,3001,7712,1597,28080,5113,56692,18251,1827,26449,10879,4562,31897,2881,13841,2267,16490,71839,3286,384,14125,8798,4518,9542,1243
2021.11.07,15834,741,21409,8497,72486,9150,8790,2119,1193,60334,29483,962,3646,28832,16898,7069,6498,9993,14615,1207,10974,15580,23975,8952,10148,12704,2415,3001,7712,1597,28085,5113,56712,18251,1827,26499,10879,4562,31897,2881,13841,2267,16500,71884,3286,384,14125,8798,4518,9542,1243
2021.11.08,15834,794,21409,8508,72596,9198,8790,2119,1193,60418,29483,962,3678,28870,16916,7069,6536,10019,14622,1207,10988,15586,24027,8986,10153,12704,2423,3001,7758,1599,28092,5124,56749,18317,1827,26551,10879,4620,31915,2882,13896,2267,16545,71928,3300,384,14190,8827,4548,9576,1243
2021.11.09,15879,822,21486,8522,72634,9236,8806,2124,1193,60418,29647,962,3681,28899,16976,7069,6536,10062,14649,1215,10999,15614,24027,9006,10178,12787,2437,3040,7777,1613,28119,5135,56793,18336,1832,26609,10879,4655,31992,2884,13898,2270,16573,72027,3313,387,14225,8858,4568,9602,1298
2021.11.10,15917,831,21525,8525,72807,9279,8809,2125,1193,60418,29749,968,3703,28921,16995,7166,6614,10104,14662,1217,11014,15631,24217,9049,10182,12826,2451,3042,7796,1617,28134,5148,56828,18371,1838,26669,10879,4730,32188,2887,13923,2277,16600,72045,3325,388,14261,8857,4592,9641,1298
2021.11.11,15934,831,21552,8547,72914,9332,8809,2125,1193,60418,29749,971,3703,28929,17013,7166,6614,10144,14662,1220,11020,15631,24217,9092,10182,12826,2451,3042,7796,1617,28146,5148,56868,18371,1840,26729,10879,4730,32257,2887,13923,2277,16612,72331,3325,391,14294,8857,4610,9657,1298
2021.11.12,15934,831,21600,8560,72960,9367,8809,2125,1194,60697,29861,976,3735,28978,17088,7166,6621,10214,14685,1220,11030,15651,24308,9120,10187,12833,2479,3044,7807,1622,28152,5169,56907,18411,1840,26776,11633,4750,32279,2890,13983,2281,16620,72599,3347,393,14321,8934,4610,9679,1298
2021.11.13,15981,831,21651,8562,73055,9395,8809,2141,1194,60698,29861,976,3745,28986,17088,7166,6621,10259,14685,1230,11050,15651,24308,9120,10187,12840,2479,3048,7807,1622,28169,5169,56922,18411,1851,26836,11633,4750,32355,2890,13983,2281,16623,72673,3347,393,14321,8934,4610,9679,1298
2021.11.14,15981,831,21653,8567,73069,9424,8809,2141,1194,60698,29861,977,3745,28986,17088,7166,6621,10270,14685,1230,11061,15651,24308,9120,10187,12841,2479,3048,7807,1622,28172,5169,56944,18411,1851,26895,11633,4750,32395,2890,13983,2281,16627,72702,3347,393,14321,8934,4610,9679,1298
2021.11.15,15981,833,21653,8579,73182,9486,8826,2141,1195,60845,29871,977,3752,29026,17105,7166,6617,10280,14699,1230,11068,15675,24408,9120,10203,12841,2490,3048,7843,1630,28177,5191,56976,18437,1851,26952,11675,4803,32411,2896,14033,2289,16684,72748,3373,394,14392,8990,4636,9706,1298
2021.11.16,15999,840,21736,8592,73241,9530,8826,2143,1195,60846,29901,977,3785,29052,17147,7166,6617,10318,14708,1243,11075,15699,24408,9171,10215,12903,2513,3070,7871,1639,28200,5203,57020,18462,1859,27015,11690,4855,32483,2901,14042,2294,16733,72819,3386,395,14422,9029,4676,9741,1347
2021.11.17,16025,842,21752,8595,73343,9575,8834,2143,1195,60846,30027,985,3801,29077,17191,7268,6637,10354,14724,1243,11086,15721,24684,9217,10217,12909,2523,3085,7882,1648,28220,5215,57053,18514,1867,27081,11708,4873,32633,2902,14064,2297,16741,72942,3398,398,14443,9056,4698,9777,1347
2021.11.18,16043,842,21808,8599,73488,9607,8834,2154,1196,60846,30094,992,3826,29113,17220,7268,6639,10394,14735,1254,11096,15728,24684,9249,10222,12985,2540,3092,7898,1656,28230,5238,57097,18562,1875,27147,11757,4886,32729,2903,14078,2303,16773,73078,3411,401,14469,9086,4717,9800,1347
2021.11.19,16063,862,21886,8608,73623,9630,8850,2154,1196,61081,30162,998,3845,29152,17247,7268,6636,10606,14749,1268,11102,15749,24841,9279,10229,12996,2547,3098,7917,1662,28243,5263,57141,18597,1887,27209,11772,4914,32825,2906,14096,2305,16791,73175,3428,401,14492,9110,4726,9816,1347
2021.11.20,16073,862,21939,8612,73651,9648,8850,2159,1196,61081,30162,1002,3846,29157,17247,7268,6636,10648,14749,1271,11111,15749,24841,9279,10229,13002,2547,3108,7917,1662,28250,5263,57158,18597,1889,27295,11772,4914,32911,2906,14096,2305,16791,73250,3428,404,14492,9110,4726,9816,1347
2021.11.21,16073,862,21940,8615,73666,9676,8850,2159,1196,61081,30162,1002,3846,29157,17247,7268,6636,10663,14749,1272,11121,15749,24841,9279,10229,13004,2547,3108,7917,1662,28254,5263,57190,18597,1889,27378,11772,4914,32924,2906,14096,2305,16805,73278,3428,404,14492,9110,4726,9816,1347
2021.11.22,16073,862,21942,8620,73798,9731,8853,2159,1196,61147,30236,1002,3862,29207,17316,7268,6645,10707,14754,1272,11129,15765,24928,9316,10240,12933,2567,3108,7929,1672,28265,5277,57215,18630,1889,27447,11807,5017,32931,2913,14128,2309,16860,73321,3442,405,14548,9139,4757,9831,1347
2021.11.23,16086,864,22062,8627,73874,9773,8853,2162,1196,61147,30298,1002,3883,29232,17369,7268,6645,10760,14768,1300,11145,15790,24928,9353,10253,13006,2605,3112,7952,1678,28295,5289,57250,18642,1899,27529,11814,5066,33003,2913,14135,2318,16910,73408,3457,406,14573,9177,4770,9873,1347
2021.11.24,16102,870,22098,8643,74029,9811,8865,2164,1196,61147,30358,1008,3891,29253,17386,7354,6673,10795,14777,1303,11148,15808,25244,9406,10262,13021,2612,3132,7971,1683,28307,5310,57298,18676,1905,27620,11847,5116,33101,2915,14154,2320,16922,73494,3470,406,14597,9208,4817,9922,1347
2021.11.25,16115,870,22173,8652,74040,9833,8865,2173,1196,61147,30358,1014,3891,29258,17386,7354,6676,10819,14777,1303,11148,15808,25244,9406,10262,13021,2612,3132,7971,1683,28323,5310,57322,18676,1912,27698,11847,5116,33247,2915,14153,2320,16925,73495,3470,406,14616,9208,4817,9940,1347
2021.11.26,16115,877,22177,8652,74071,9869,8865,2173,1196,61147,30358,1015,3891,29258,17386,7354,6676,10852,14777,1303,11148,15830,25244,9462,10262,13021,2631,3132,7971,1683,28326,5310,57343,18676,1912,27776,11847,5116,33247,2915,14189,2320,16927,73495,3487,406,14635,9208,4817,9944,1347
2021.11.27,16115,877,22224,8653,74097,9892,8865,2173,1196,61147,30358,1015,3899,29258,17386,7354,6676,10877,14777,1303,11178,15830,25244,9462,10262,13024,2631,3132,7971,1683,28335,5310,57401,18676,1914,27875,11847,5116,33251,2915,14189,2320,16927,73496,3487,406,14635,9208,4817,9944,1347
2021.11.28,16115,877,22229,8653,74106,9922,8865,2173,1196,61147,30358,1018,3899,29258,17386,7354,6676,10899,14777,1303,11186,15830,25244,9462,10262,13025,2631,3146,7971,1683,28339,5310,57428,18676,1915,27979,11847,5116,33283,2915,14189,2320,16944,73496,3487,406,14635,9208,4817,9944,1347
2021.11.29,16116,878,22230,8655,74310,9956,8864,2173,1196,61538,30471,1018,3921,29336,17438,7354,6689,10913,14794,1307,11190,15853,25399,9506,10264,13033,2638,3146,7984,1694,28348,5355,57477,18714,1915,28046,11903,5142,33308,2927,14209,2328,16987,73644,3508,410,14684,9257,4837,9955,1347
2021.11.30,16119,880,22307,8667,74413,9991,8905,2178,1196,61548,30510,1018,3929,29372,17557,7354,6689,10943,14801,1324,11206,15881,25399,9506,10285,13086,2671,3155,8016,1716,28390,5367,57534,18740,1930,28141,11913,5161,33421,2932,14210,2334,17139,73715,3528,410,14710,9303,4868,10005,1428
2021.12.01,16143,881,22350,8687,74496,10018,8909,2179,1196,61548,30571,1026,3949,29421,17621,7445,6778,10987,14808,1327,11220,15904,25798,9606,10287,13098,2722,3158,8031,1725,28409,5379,57593,18776,1936,28225,11949,5186,33521,2935,14233,2349,17238,73813,3545,413,14730,9303,4895,10048,1428
2021.12.02,16157,883,22383,8693,74598,10055,8909,2182,1197,61630,30610,1027,3949,29472,17652,7445,6779,11027,14814,1330,11229,15929,25798,9678,10290,15539,2739,3168,8049,1732,28420,5393,57643,18807,1945,28331,11949,5228,33649,2939,14269,2355,17341,73972,3545,414,14741,9380,4945,10095,1428
2021.12.03,16172,883,22397,8699,74708,10093,8925,2194,1197,61701,30655,1028,3969,29513,17712,7445,6779,11091,14826,1332,11240,15959,26108,9740,10296,15549,2739,3180,8069,1739,28434,5407,57695,18825,1950,28439,11999,5243,33746,2941,14272,2357,17382,74044,3564,416,14753,9413,4962,10134,1428
2021.12.04,16185,883,22561,8721,74730,10111,8925,2194,1197,61701,30655,1032,3970,29521,17712,7445,6780,11158,14826,1336,11255,15959,26108,9740,10296,15563,2739,3180,8069,1739,28452,5407,57725,18825,1953,28556,11999,5243,33859,2941,14272,2357,17384,74107,3564,416,14753,9413,4962,10134,1428
2021.12.05,16185,883,22589,8739,74735,10134,8925,2194,1197,61701,30655,1033,3970,29521,17712,7445,6787,11226,14826,1336,11255,15959,26108,9740,10296,15564,2739,3180,8069,1739,28457,5407,57757,18825,1953,28663,11999,5243,33902,2941,14272,2357,17429,74136,3564,417,14753,9413,4962,10134,1428
2021.12.06,16185,883,22589,8752,74840,10183,8925,2194,1197,61789,30691,1033,3977,29606,17736,7445,6792,11289,14837,1336,11255,15980,26239,9778,10299,15566,2768,3180,8109,1733,28465,5419,57816,18860,1954,28776,12027,5268,33962,2948,14314,2371,17591,74151,3595,417,14771,9436,4990,10134,1428
2021.12.07,16199,883,22761,8776,74881,10208,8945,2203,1197,61789,30724,1033,3995,29697,17829,7445,6797,11348,14844,1348,11255,16029,26239,9823,10306,15646,2777,3202,8125,1757,28494,5430,57880,18880,1967,28867,12028,5299,34107,2949,14318,2375,17617,74208,3606,419,14798,9460,5021,10134,1472
2021.12.08,16203,886,22779,8796,75007,10235,8946,2206,1197,61789,30755,1039,4001,29724,17909,7445,6807,11418,14861,1356,11255,16037,26648,9898,10312,15660,2781,3231,8145,1768,28518,5445,57934,18923,1978,28996,12059,5318,34198,2949,14334,2384,17635,74298,3622,425,14838,9497,5036,10260,1472
2021.12.09,16203,886,22854,8810,75092,10271,8946,2210,1197,62007,30798,1040,4013,29788,17954,7550,6810,11479,14867,1357,11255,16070,26648,9938,10317,15681,2788,3241,8152,1773,28526,5459,57992,18955,1983,29109,12059,5356,34271,2951,14347,2392,17667,74381,3632,426,14868,9535,5055,10330,1472
2021.12.10,16243,886,22947,8831,75160,10293,8972,2211,1199,62026,30823,1045,4028,29828,18014,7550,6834,11542,14877,1365,11255,16097,26914,9996,10326,15701,2821,3260,8188,1781,28543,5472,58072,18976,1985,29230,12070,5381,34415,2957,14375,2398,17683,74484,3640,429,14895,9554,5085,10385,1472
2022.01.20,16792,1051,25429,9470,78225,11711,9683,2450,1263,63569,32206,1135,4317,33250,20637,8317,7293,12659,15283,1691,12943,17724,31275,11255,10707,17025,2966,3562,8708,2123,30476,6229,62873,20108,2107,34928,12927,5916,39093,3224,15053,2582,21912,77642,4019,507,15853,10339,5590,11867,1601
2022.01.21,16824,1051,25502,9484,78398,11744,9769,2457,1267,63763,32294,1137,4323,33415,20751,8317,7320,12687,15324,1693,13022,17819,31499,11291,10721,17241,2976,3569,8735,2135,30618,6258,63098,20193,2114,35067,12968,5936,39362,3240,15108,2601,22030,77833,4030,514,15852,10401,5609,11946,1601
2022.01.22,16826,1051,25557,9498,78469,11773,9769,2480,1267,63763,32294,1142,4322,33446,20751,8317,7321,12687,15324,1698,13101,17819,31502,11291,10721,17252,2976,3569,8735,2135,30746,6259,63191,20193,2116,35210,12968,5936,39487,3240,15108,2601,22030,77997,4030,514,15852,10405,5609,11946,1601
2022.01.23,16826,1051,25623,9510,78538,11798,9769,2480,1267,63763,32294,1146,4322,33446,20751,8317,7321,12687,15324,1698,13123,17819,31502,11291,10721,17253,2976,3569,8735,2135,30759,6259,63413,20193,2116,35359,12968,5936,39538,3240,15108,2601,22047,78065,4030,514,15852,10405,5609,11946,1601
2022.01.24,16826,1072,25624,9532,78720,11857,9774,2480,1275,63763,32389,1146,4331,33756,20796,8317,7338,12763,15374,1698,13158,17900,31539,11333,10734,17275,2985,3569,8759,2145,30799,6292,63519,20289,2116,35486,13063,5953,39560,3253,15108,2606,22133,78125,4063,521,15948,10458,5645,12010,1601
2022.01.25,16914,1072,25624,9556,78806,11884,9773,2489,1278,64368,32488,1146,4345,33924,20928,8317,7338,12786,15476,1714,13233,18043,31539,11370,10755,17309,2987,3604,8796,2170,30950,6317,63824,20335,2125,35614,13074,5994,39749,3263,15108,2609,22190,78277,4073,523,16002,10458,5650,12112,1625
2022.01.26,16826,1081,25899,9574,79062,11915,9901,2493,1280,64368,32603,1149,4357,34085,21056,8501,7391,12817,15523,1716,13280,18131,31985,11422,10774,17346,2990,3632,8836,2173,31093,6357,64094,20440,2135,35774,13125,6048,39932,3275,15155,2623,22257,78563,4091,527,16052,10580,5674,12155,1625
2022.01.27,16826,1081,25932,9596,79329,11951,9908,2494,1282,64368,32718,1159,4365,34280,21165,8501,7391,12856,15570,1728,13334,18251,31985,11489,10806,17362,2990,3657,8874,2193,31208,6391,64285,20517,2137,35894,13129,6067,40257,3288,15181,2628,22327,78796,4097,529,16088,10580,5697,12178,1625
2022.01.28,17047,1085,26001,9616,79615,11981,9985,2498,1284,64955,32868,1164,4400,34418,21301,8501,7519,12890,15631,1733,13387,18322,32197,11532,10831,17393,2993,3666,8913,2205,31320,6417,64516,20595,2140,35998,13210,6086,40394,3302,15266,2637,22444,79009,4107,532,16127,10699,5743,12291,1625
2022.01.30,17086,1085,26206,9616,79740,12017,9985,2531,1284,64955,32868,1180,4405,34439,21301,8501,7519,12890,15631,1738,13465,18322,32197,11532,10831,17403,2993,3666,8913,2205,31412,6417,64778,20595,2140,36193,13210,6086,40563,3302,15266,2637,22495,79324,4107,533,16127,10699,5743,12291,1625
2022.01.31,17086,1085,26205,9628,79986,12052,10010,2531,1284,65265,32976,1181,4421,34664,21356,8501,7533,12960,15674,1738,13484,18396,32263,11561,10935,17415,3000,3666,8950,2209,31442,6454,64846,20757,2140,36291,13333,6100,40581,3316,15266,2650,22650,79384,4118,536,16217,10776,5763,12374,1625
2022.02.01,17146,1085,26345,9667,80126,12080,10076,2544,1290,65271,33053,1181,4425,34827,21487,8501,7533,12975,15744,1751,13532,18521,32263,11607,11044,17730,3016,3705,9011,2223,31557,6473,65060,20817,2154,36411,13341,6124,40836,3329,15508,2660,22723,79624,4138,542,16252,10776,5778,12453,1650
2022.02.02,17215,1093,26369,9690,80443,12093,10083,2552,1290,65273,33163,1191,4453,34940,21598,8657,7574,12996,15781,1759,13572,18605,32638,11666,11170,17808,3026,3705,9049,2232,31663,6488,65257,20904,2162,36536,13412,6163,41028,3334,15609,2665,22790,79937,4150,545,16412,10845,5814,12509,1650
2022.02.03,17215,1093,26430,9733,80622,12114,10083,2555,1291,65273,33294,1194,4466,34966,21666,8657,7574,13026,15841,1777,13611,18699,32638,11711,11202,17838,3029,3705,9083,2239,31769,6516,65421,21027,2168,36642,13481,6181,41199,3341,15744,2677,22865,80238,4160,548,16548,10845,5829,12548,1650
2022.02.04,17371,1093,26530,9762,80859,12139,10159,2563,1293,66282,33402,1204,4478,35139,21712,8657,7713,13063,15905,1800,13655,18755,32873,11749,11250,17847,3031,3755,9143,2246,31868,6535,65578,21097,2174,36717,13532,6214,41359,3354,15791,2687,22897,80411,4173,553,16703,10967,5846,12600,1650
2022.02.05,17371,1093,26628,9793,80953,12161,10159,2576,1293,66279,33402,1222,4479,35157,21712,8657,7713,13063,15905,1804,13691,18755,32873,11749,11250,17855,3031,3755,9143,2246,31948,6535,65626,21097,2177,36790,13532,6214,41524,3354,15791,2687,22900,80614,4173,553,16703,10967,5846,12600,1650
2022.02.06,17371,1093,26639,9831,81020,12168,10159,2576,1293,66279,33402,1226,4479,35157,21712,8657,7713,13063,15905,1804,13724,18755,32873,11749,11250,17865,3031,3755,9143,2246,31966,6535,65760,21097,2177,36871,13532,6214,41538,3354,15791,2687,22906,80656,4173,553,16703,10967,5846,12600,1650
2022.02.07,17387,1093,26639,9867,81302,12193,10159,2576,1304,66463,33545,1226,4496,35344,21812,8657,7719,13156,15953,1804,13745,18811,32911,11784,11285,17879,3037,3755,9185,2260,31987,6555,65831,21249,2177,36948,13594,6244,41585,3363,15929,2691,23020,80711,4191,553,17107,11099,5877,12669,1650
2022.02.08,17407,1093,26822,9895,81482,12209,10158,2593,1304,66465,33665,1226,4497,35460,21911,8657,7719,13182,16016,1816,13787,18921,32911,11832,11378,18158,3043,3802,9235,2270,32094,6561,66015,21325,2186,37029,13672,6265,41757,3365,15986,2697,23082,80999,4223,558,17227,11099,5900,12739,1667
2022.02.09,17452,1114,26856,9927,81823,12227,10214,2598,1305,66468,33850,1233,4537,35585,21911,8829,7720,13216,16066,1819,13827,18981,33286,11872,11455,18187,3051,3802,9269,2284,32187,6597,66165,21482,2190,37101,13758,6322,41897,3369,16018,2706,23132,81289,4237,562,17305,11194,5939,12786,1667
2022.02.10,17502,1114,26856,9937,82062,12242,10219,2601,1305,67322,33959,1239,4538,35716,22028,8829,7720,13254,16138,1822,13864,19057,33286,11921,11508,18203,3061,3809,9310,2288,32260,6629,66276,21580,2193,37173,13830,6344,42035,3375,16136,2706,23197,81585,4250,565,17393,11194,5966,12843,1667
2022.02.11,17505,1114,27073,9977,82364,12255,10260,2601,1309,67572,34076,1247,4553,35725,22136,8829,7720,13300,16176,1824,13874,19106,33463,11957,11558,18212,3067,3815,9334,2294,32319,6658,66397,21665,2198,37240,13830,6355,42134,3376,16136,2730,23272,81833,4261,566,17482,11316,5992,12877,1667
2022.02.12,17571,1114,27164,10025,82454,12261,10260,2643,1309,67572,34076,1258,4552,35725,22136,8829,7720,13300,16176,1828,13905,19106,33463,11957,11558,18217,3067,3815,9334,2294,32374,6658,66431,21665,2201,37310,13847,6355,42203,3376,16136,2730,23275,81998,4261,566,17482,11316,5992,12877,1667
2022.02.13,17571,1114,27180,10065,82515,12270,10260,2643,1309,67572,34076,1262,4552,35725,22136,8829,7720,13300,16176,1828,13917,19106,33463,11957,11558,18217,3067,3815,9334,2294,32380,6658,66523,21665,2201,37376,13847,6355,42203,3376,16136,2730,23336,82210,4261,566,17482,11316,5992,12877,1667
2022.02.14,17571,1114,27181,10097,82894,12282,10260,2643,1309,67910,34218,1262,4577,35949,22186,8829,7720,13416,16217,1828,13925,19163,33518,11990,11652,18241,3072,3815,9361,2294,32399,6684,66554,21781,2201,37446,14056,6373,42247,3388,16241,2742,23698,82291,4300,574,17697,11373,6023,12930,1667
2022.02.15,17656,1114,27181,10141,83037,12294,10320,2645,1309,67911,34335,1262,4615,36051,22251,8829,7852,13450,16258,1849,13939,19235,33518,12022,11697,18511,3083,3830,9420,2316,32483,6711,66689,21835,2212,37501,14079,6393,42424,3393,16243,2742,23796,82530,4326,575,17779,11373,6067,12969,1689
2022.02.16,17749,1141,27189,10190,83320,12303,10318,2654,1311,67914,34464,1274,4634,36161,22377,8948,7888,13482,16304,1858,13965,19279,33870,12063,11772,18548,3091,3870,9445,2326,32544,6729,66768,21968,2215,37556,14152,6416,42533,3394,16407,2758,23849,82817,4336,575,17878,11522,6104,12991,1689
2022.02.17,17787,1141,27398,10235,83545,12314,10324,2655,1313,68572,34608,1290,4654,36268,22426,8948,7888,13519,16353,1883,13981,19330,33870,12100,11790,18585,3099,3871,9488,2326,32609,6746,66841,22061,2216,37609,14201,6444,42617,3397,16520,2766,23886,83106,4344,579,17947,11522,6146,13043,1689
2022.02.18,17877,1141,27513,10271,83813,12318,10357,2660,1314,68902,34757,1292,4674,36335,22529,8948,7905,13565,16400,1910,13988,19373,33998,12131,11836,18596,3105,3883,9507,2333,32647,6775,66919,22148,2219,37659,14223,6456,42686,3397,16533,2772,23912,83366,4359,583,18016,11522,6162,13068,1689
2022.02.19,17933,1141,27513,10291,83899,12323,10357,2695,1314,68902,34757,1300,4676,36360,22529,8948,7905,13565,16400,1960,14003,19373,33998,12131,11836,18597,3105,3883,9507,2333,32647,6775,66939,22148,2221,37709,14223,6456,42686,3397,16533,2772,23923,83566,4359,583,18016,11615,6162,13068,1689
2022.02.20,17933,1141,27622,10292,83957,12331,10357,2695,1314,68902,34757,1304,4676,36360,22529,8948,7905,13565,16400,1960,14011,19373,33998,12131,11836,18598,3105,3883,9507,2333,32647,6775,66966,22148,2221,37751,14223,6456,42789,3397,16533,2772,23932,83639,4359,583,18016,11615,6162,13068,1689
2022.02.21,17933,1141,27622,10292,83985,12336,10374,2695,1314,68902,34896,1304,4676,36360,22575,8948,7915,13647,16465,1960,14011,19373,33998,12131,11836,18600,3105,3883,9507,2333,32711,6794,67034,22237,2221,37797,14223,6456,42789,3402,16533,2772,23953,83664,4359,583,18145,11615,6183,13086,1689
2022.02.22,17938,1141,27751,10305,84324,12352,10374,2702,1315,68955,34985,1304,4703,36492,22629,8948,7915,13664,16518,1960,14049,19401,33998,12163,11858,18622,3125,3901,9553,2333,32731,6821,67103,22296,2221,37835,14425,6485,42789,3404,16600,2779,24047,83866,4372,587,18230,11615,6219,13108,1718
2022.02.23,18007,1163,27790,10341,84422,12354,10438,2703,1317,68955,35095,1304,4715,36602,22693,9085,7928,13689,16557,1971,14062,19521,34370,12189,11954,18650,3156,3944,9574,2368,32800,6851,67161,22390,2227,37881,14488,6519,43002,3404,16614,2784,24312,84113,4392,593,18338,11708,6250,13156,1718
2022.02.24,18102,1163,27876,10381,84677,12362,10443,2703,1317,69553,35194,1312,4722,36677,22736,9085,7928,13689,16582,2024,14076,19562,34370,12246,11984,19037,3162,3954,9612,2370,32800,6873,67220,22449,2230,37910,14537,6578,43069,3406,16643,2788,24408,84362,4397,593,18440,11732,6288,13223,1718
2022.02.26,18225,1163,27946,10465,84987,12368,10465,2709,1317,69790,35316,1330,4730,36792,22800,9085,7934,13758,16606,2064,14105,19614,34477,12261,12008,19048,3172,3956,9663,2373,32888,6903,67300,22500,2239,37972,14541,6582,43203,3406,16790,2802,24422,84672,4408,595,18536,11831,6308,13256,1718
2022.02.27,18225,1163,27946,10497,84990,12371,10465,2709,1317,69790,35316,1330,4730,36792,22800,9085,7934,13758,16606,2064,14119,19614,34477,12261,12008,19048,3172,3956,9663,2373,32894,6903,67344,22500,2239,38000,14541,6582,43215,3406,16790,2802,24434,84739,4408,595,18536,11831,6308,13256,1718
2022.02.28,18225,1163,27946,10524,85397,12381,10470,2709,1318,70084,35415,1334,4751,36901,22843,9085,7943,13856,16606,2064,14122,19644,34505,12289,12039,19065,3187,3956,9703,2377,32915,6919,67358,22570,2239,38025,14612,6622,43216,3412,16865,2805,24499,84794,4411,598,18771,11866,6317,13297,1736
2022.03.01,18287,1163,27946,10579,85486,12387,10471,2711,1321,70247,35529,1334,4763,36950,22880,9085,7943,13900,16606,2065,14135,19707,34505,12311,12100,19242,3189,3986,9715,2387,32951,6925,67409,22608,2194,38054,14674,6648,43332,3413,16912,2808,24581,84939,4417,598,18811,11866,6339,13351,1741
2022.03.02,18335,1191,27946,10611,85755,12392,10512,2711,1321,70247,35601,1341,4772,36998,22928,9171,7975,13935,16677,2078,14146,19743,34766,12332,12115,19277,3191,3986,9752,2396,32966,6939,67447,22671,2199,38087,14730,6652,43421,3413,16928,2814,24603,85154,4436,598,18859,11954,6381,13398,1741
2022.03.04,18480,1191,27708,10681,86141,12399,10543,2713,1321,70997,35782,1348,4788,37094,23002,9171,7983,14018,16754,2109,14171,19809,34841,12373,12151,19318,3204,4013,9798,2402,32999,6972,67511,22763,2206,38145,14835,6709,43525,3417,16961,2827,24654,85492,4453,607,18955,12025,6440,13489,1741
2022.03.05,18480,1191,27708,10699,86189,12403,10543,2751,1321,70997,35782,1353,4788,37108,23002,9171,7983,14018,16754,2135,14176,19809,34841,12373,12151,19321,3204,4013,9798,2402,33005,6972,67523,22763,2211,38166,14835,6709,43525,3417,16961,2827,24655,85593,4453,607,18955,12025,6440,13489,1741
2022.03.06,18480,1191,27708,10713,86191,12404,10543,2751,1321,70997,35782,1354,4788,37108,23002,9171,7983,14018,16754,2136,14183,19809,34841,12373,12151,19321,3204,4013,9798,2402,33011,6972,67556,22763,2211,38192,14835,6709,43600,3417,16961,2827,24656,85640,4453,607,18955,12025,6440,13489,1741
2022.03.07,18569,1191,27708,10724,86528,12410,10542,2751,1321,71326,35848,1354,4796,37138,23017,9171,7988,14018,16785,2136,14188,19831,34858,12391,12171,19320,3208,4013,9819,2403,33027,6988,67571,22802,2211,38212,14835,6743,43600,3419,17186,2834,24682,85683,4461,607,19060,12076,6452,13514,1741
2022.03.08,18648,1191,27708,10760,86596,12415,10591,2752,1324,71326,35946,1354,4796,37173,23038,9171,7988,14018,16813,2138,14206,19897,34858,12411,12206,19527,3209,4017,9843,2408,33050,7010,67607,22817,2214,38232,14835,6772,43692,3419,17221,2843,24754,85794,4485,608,19098,12076,6470,13562,1749
2022.03.09,18694,1201,28090,10799,86802,12418,10609,2752,1324,71397,36026,1354,4807,37212,23115,9262,8003,14018,16832,2136,14218,19929,35135,12428,12228,19534,3211,4022,9874,2408,33054,7026,67611,22864,2218,38246,14835,6800,43730,3419,17251,2844,24803,85926,4494,608,19098,12133,6488,13620,1749
2022.03.10,18766,1201,28090,10836,86973,12421,10615,2753,1326,71474,36129,1354,4814,37256,23126,9262,8003,14097,16862,2140,14229,19953,35135,12455,12247,19539,3221,4025,9894,2414,33067,7040,67619,22892,2223,38259,15053,6854,43767,3421,17331,2848,24986,86066,4518,608,19165,12133,6544,13662,1749
