Date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2020.04.12,93,8,115,27,632,808,554,49,50,461,433,9,27,720,448,41,63,97,840,19,236,756,1479,70,96,120,6,17,112,23,2350,26,9382,89,7,363,96,52,572,91,82,6,101,315,18,27,141,562,6,144,0
2020.04.13,99,8,122,29,696,841,602,54,52,499,465,9,27,798,483,41,61,113,884,19,262,844,1602,70,98,128,7,17,114,23,2443,26,10026,94,8,399,99,53,610,100,82,6,109,346,13,28,149,582,8,154,1
2020.04.14,114,9,131,32,781,870,671,61,67,571,525,9,33,868,529,49,77,106,1013,20,302,844,1768,79,111,151,7,20,126,25,2805,31,10811,112,8,434,108,55,716,108,97,6,124,372,18,29,154,599,9,170,1
2020.04.15,118,9,142,33,873,897,868,68,72,596,552,9,39,949,567,53,73,115,1103,24,311,1108,1921,87,122,154,7,20,131,32,3156,36,11569,130,9,470,123,58,803,125,106,6,135,415,20,29,195,609,10,183,1
2020.04.16,133,9,150,37,955,928,971,71,81,668,587,9,41,1072,601,60,80,129,1156,27,319,1108,1996,87,129,170,7,21,137,32,3518,36,14832,150,9,504,131,64,877,139,111,7,141,449,20,33,208,630,12,197,2
2020.04.17,148,9,169,37,1023,954,1036,77,86,725,650,9,41,1132,637,64,84,137,1213,29,334,1245,2227,111,140,186,8,24,142,37,3840,44,17131,177,9,552,136,70,960,160,116,7,142,488,23,35,231,649,16,206,2
2020.04.18,153,9,180,38,1127,968,1086,87,91,748,673,9,43,1259,665,74,86,144,1267,32,421,1404,2308,121,152,197,10,24,151,38,4070,53,17634,187,9,587,136,72,1081,175,119,7,145,510,25,38,258,666,16,212,2
2020.04.19,157,9,184,39,1161,986,1127,91,96,774,687,10,44,1290,702,75,93,146,1296,34,461,1706,2391,134,159,199,10,28,158,38,4362,55,18271,200,9,618,140,74,1320,186,120,7,148,530,27,38,277,690,18,220,2
2020.04.20,163,9,191,41,1201,1027,1331,101,105,822,775,10,45,1349,740,79,102,154,1328,35,582,1706,2468,143,169,210,10,33,159,42,4496,58,18598,218,9,661,143,75,1397,196,123,7,152,550,28,38,300,709,24,230,2
2020.04.21,183,9,208,42,1289,1059,1423,106,112,867,798,10,48,1468,790,83,109,171,1405,36,652,1961,2575,160,183,226,12,33,163,42,4753,58,19037,245,13,699,164,78,1651,214,124,8,157,582,32,40,324,725,26,244,2
2020.04.22,196,9,231,42,1415,1080,1544,119,127,893,848,12,51,1565,841,90,112,185,1473,39,698,2182,2813,179,193,241,14,38,172,48,5150,71,19361,265,14,742,170,78,1715,232,140,9,166,604,32,40,349,734,27,248,6
2020.04.23,202,9,249,45,1505,1140,1639,133,139,987,881,12,54,1688,879,96,113,191,1599,44,748,2360,2977,200,201,253,14,47,195,51,5426,78,20899,281,15,782,179,83,1771,247,150,9,170,651,35,43,373,747,31,258,7
2020.04.24,209,9,266,47,1587,1157,1767,149,153,1046,899,13,54,1795,916,107,118,200,1660,47,798,2556,3085,221,209,271,14,50,197,53,5683,84,21327,294,15,830,188,86,1792,262,157,10,168,669,39,44,411,762,32,263,7
2020.04.25,209,9,273,48,1662,1172,1865,157,165,1055,907,13,56,1875,958,112,120,205,1707,47,875,2730,3155,244,221,279,14,50,205,53,5914,93,21933,305,16,861,194,87,1845,276,166,10,178,684,41,46,437,779,32,266,7
2020.04.26,219,9,275,51,1694,1185,1924,170,178,1075,916,14,56,1933,993,118,121,208,1729,50,910,2899,3315,272,227,281,14,56,206,60,5938,99,22200,324,17,911,195,92,1873,290,174,11,181,704,41,46,449,799,34,272,7
2020.04.27,228,9,275,51,1734,1209,2012,183,185,1088,995,16,56,1983,1036,127,126,213,1740,51,945,3003,3407,286,229,343,14,56,206,60,6044,99,22574,340,19,957,197,92,1954,300,177,11,184,722,41,47,460,810,34,281,7
2020.04.28,242,9,275,57,1829,1227,2087,194,190,1171,1036,16,60,2125,1072,136,127,225,1801,51,1016,3153,3568,301,239,330,15,56,219,60,6442,105,22823,363,19,1012,207,99,2116,322,192,11,188,771,41,47,492,820,38,300,7
2020.04.29,256,9,308,57,1912,1239,2169,206,205,1218,1101,16,60,2215,1116,148,134,234,1845,52,1078,3405,3670,319,250,339,16,56,230,60,6771,112,23375,382,19,1053,214,101,2432,340,231,13,195,810,45,47,522,828,38,308,7
2020.04.30,272,9,320,61,2001,1251,2257,212,224,1268,1132,16,60,2355,1161,162,134,240,1905,53,1140,3562,3789,343,261,351,16,70,243,72,7228,123,23479,406,19,1083,222,103,2529,364,244,17,199,852,46,49,552,836,41,316,7
2020.05.01,289,9,330,64,2097,1267,2339,224,231,1314,1169,16,63,2457,1198,170,140,246,1970,55,1080,3716,3866,370,281,361,16,73,246,81,7538,131,23928,419,23,1132,230,104,2694,378,256,21,204,887,46,50,581,850,46,327,7
2020.05.02,288,9,330,72,2159,1278,2436,236,240,1364,1177,16,64,2559,1242,175,142,248,1993,56,1251,3846,4021,394,291,377,16,73,255,84,7742,138,24090,431,24,1174,238,109,2753,402,267,21,209,952,49,51,617,862,48,334,7
2020.05.03,290,9,362,76,2201,1288,2436,248,251,1379,1184,17,64,2618,1278,184,144,253,2012,57,1281,4004,4053,418,303,383,16,78,258,86,7871,151,24602,434,25,1217,238,109,2785,423,275,21,210,973,50,53,660,874,48,339,7
2020.05.04,298,9,362,80,2246,1309,2556,258,258,1399,1246,17,64,2659,1317,188,156,261,2064,57,1317,4090,4139,427,310,389,16,78,265,86,7910,156,24879,442,25,1246,238,109,2912,441,283,21,219,998,50,52,684,885,48,340,7
2020.05.05,315,9,395,83,2359,1319,2633,269,264,1471,1299,17,65,2834,1356,207,161,275,2115,61,1390,4212,4183,455,342,412,16,78,270,92,8244,162,24995,472,25,1284,247,113,3227,457,296,24,226,1017,56,52,713,898,48,353,7
2020.05.06,343,10,426,87,2443,1334,2718,272,277,1539,1327,17,66,2974,1400,219,164,283,2167,62,1437,4420,4256,485,374,431,16,78,289,92,8549,169,25508,492,31,1326,253,115,3388,478,305,29,239,1043,58,52,713,911,50,362,7
2020.05.07,369,10,450,87,2512,1350,2797,288,285,1600,1355,17,67,3111,1434,231,165,294,2208,62,1503,4552,4345,508,396,453,16,91,297,114,8807,172,26024,513,31,1366,260,121,3628,499,316,31,237,1073,61,53,769,925,51,374,7
2020.05.08,383,10,517,88,2603,1364,2874,301,304,1669,1400,17,67,3241,1462,243,168,298,2227,63,1560,4702,4399,534,409,487,16,90,294,121,8960,181,26124,530,33,1405,266,124,3750,521,320,31,241,1110,61,53,812,941,52,384,7
2020.05.09,390,10,532,88,2674,1376,2932,305,311,1715,1403,17,67,3349,1495,252,174,304,2267,64,1614,4840,4530,558,421,497,16,90,313,131,9116,191,26499,551,35,1445,270,127,3809,536,330,34,242,1146,66,53,827,952,52,398,7
2020.05.10,393,10,536,91,2714,1381,2967,316,323,1721,1406,17,67,3406,1529,265,174,304,2286,64,1644,4979,4555,578,430,505,16,90,310,133,9256,200,26532,564,35,1479,272,127,3845,550,331,34,243,1179,67,53,839,968,54,400,7
2020.05.11,403,10,542,94,2774,1388,3008,328,328,1735,1444,17,70,3459,1571,271,180,311,2308,65,1683,5108,4584,591,435,518,16,98,312,133,9340,208,26872,575,36,1505,274,130,3873,565,346,34,251,1208,68,53,850,974,54,409,7
2020.05.12,435,10,562,95,2867,1414,3041,339,336,1779,1498,17,69,3601,1610,289,184,321,2347,65,1756,5141,4674,614,457,534,16,100,321,142,9531,219,27166,600,38,1544,278,130,3954,587,355,39,264,1241,73,53,892,990,58,418,7
2020.05.13,450,10,595,97,2947,1426,3125,355,350,1827,1517,17,69,3792,1638,306,188,321,2381,66,1809,5315,4714,638,465,556,16,103,331,150,9714,231,27356,625,40,1581,278,134,4130,600,362,39,273,1263,75,53,928,996,58,421,7
2020.05.14,473,10,624,98,3045,1446,3219,367,358,1875,1545,17,72,3928,1682,318,189,328,2417,69,1866,5482,4787,672,480,571,16,103,333,151,9946,242,27515,641,40,1608,284,137,4311,615,371,43,287,1332,75,53,956,1004,60,434,7
2020.05.15,483,10,651,98,3127,1473,3285,378,368,1917,1588,17,72,4059,1715,336,193,332,2448,69,1911,5592,4825,692,493,586,16,113,343,151,10148,253,27750,667,42,1653,285,137,4444,629,380,44,290,1375,77,53,978,1016,64,445,7
2020.05.16,485,10,679,98,3193,1487,3339,388,375,1964,1598,17,73,4129,1745,346,195,334,2479,70,1957,5705,4881,709,510,599,16,123,347,171,10261,259,27922,676,42,1687,288,137,4505,644,380,44,295,1414,78,53,1003,1024,64,453,7
2020.05.17,488,10,680,98,3228,1495,3408,398,383,1973,1610,17,73,4177,1775,351,195,334,2491,70,1992,5797,4891,731,521,605,16,123,350,172,10363,265,28109,686,43,1723,288,137,4523,654,385,44,298,1439,80,54,1010,1035,67,453,8
2020.05.18,489,10,687,100,3262,1506,3450,405,392,1997,1649,17,74,4234,1816,355,198,346,2563,71,2023,5862,4915,740,527,616,16,123,358,172,10439,270,28219,693,44,1761,288,138,4538,672,391,44,301,1451,80,54,1015,1041,68,459,10
2020.05.19,504,10,705,102,3378,1522,3472,416,400,2052,1675,17,74,4379,1846,367,199,366,2581,73,2081,5938,5017,757,554,636,16,123,358,172,10587,276,28431,693,45,1794,293,140,4654,683,399,46,305,1485,88,54,1042,1048,68,467,10
2020.05.20,522,10,747,107,3471,1531,3529,425,407,2096,1697,17,77,4525,1878,393,202,376,2608,73,2123,6066,5060,786,570,645,16,138,377,190,10749,283,28510,726,49,1823,299,144,4795,705,407,46,309,1527,90,54,1075,1052,69,481,11
2020.05.21,529,10,764,110,3557,1536,3583,430,412,2144,1775,17,77,4607,1917,410,204,386,2629,73,2159,6148,5129,818,580,673,16,138,383,199,10846,294,28619,728,51,1860,304,145,4896,725,416,48,313,1549,92,54,1100,1061,70,487,12
2020.05.22,541,10,775,113,3618,1550,3637,435,418,2190,1808,17,79,4715,1935,424,205,391,2668,75,2207,6228,5158,851,595,682,16,147,386,204,10985,302,28731,775,52,1892,307,147,5040,736,419,50,315,1560,93,54,1136,1066,72,496,12
2020.05.23,549,10,801,115,3684,1557,3675,441,427,2233,1822,17,79,4790,1960,446,205,391,2668,77,2243,6304,5223,861,616,687,16,147,387,208,11082,302,28904,778,52,1935,311,147,5140,749,425,50,329,1574,97,54,1159,1075,72,507,12
2020.05.24,551,10,801,116,3703,1560,3693,449,432,2237,1827,17,79,4856,1975,456,205,391,2691,78,2277,6372,5228,878,625,691,16,147,380,209,11138,317,29014,784,53,1962,311,148,5165,757,435,50,336,1615,97,54,1171,1084,72,510,12
2020.05.25,566,10,807,117,3717,1564,3742,455,440,2252,1848,17,79,4885,1997,456,207,391,2691,78,2302,6416,5241,890,635,694,16,147,394,210,11147,320,29103,790,54,1989,313,148,5180,767,440,50,338,1626,98,54,1208,1088,72,514,12
2020.05.26,580,10,810,119,3746,1579,3769,465,440,2259,1896,17,79,4923,2017,477,210,394,2702,79,2333,6473,5266,908,652,700,17,147,394,214,11194,325,29176,801,54,2009,318,148,5198,782,446,50,343,1641,101,54,1236,1094,72,517,13
2020.05.27,583,10,834,120,3850,1592,3803,475,445,2319,1933,17,81,5083,2032,496,213,400,2723,81,2392,6547,5334,942,670,696,17,153,402,223,11339,329,29352,844,56,2035,322,148,5294,792,466,54,353,1675,105,54,1281,1105,74,539,14
2020.05.28,591,10,860,125,3938,1598,3826,483,453,2364,1973,17,82,5186,2051,506,214,409,2741,84,2428,6640,5372,977,693,715,17,163,406,232,11409,335,29397,876,57,2056,325,151,5394,800,470,54,356,1695,106,55,1338,1109,74,550,15
2020.05.29,610,10,886,132,4015,1605,3868,490,460,2413,1987,17,82,5270,2073,524,215,418,2767,85,2466,6718,5406,1006,710,738,17,164,406,238,11531,344,29509,919,59,2083,329,151,5481,812,483,59,360,1714,107,55,1358,1115,74,568,15
2020.05.30,618,10,904,133,4078,1608,3912,494,462,2447,2004,17,82,5330,2096,531,215,431,2786,89,2509,6768,5464,1036,723,782,17,170,417,238,11634,351,29574,929,60,2104,334,153,5554,824,487,62,364,1751,112,55,1370,1117,75,588,16
2020.05.31,630,10,907,133,4113,1612,3944,497,466,2451,2053,17,82,5390,2113,535,215,431,2791,89,2532,6846,5491,1050,734,784,17,170,417,245,11698,356,29648,937,61,2134,334,153,5573,827,494,62,364,1766,113,55,1375,1123,75,592,16
2020.06.01,646,10,918,133,4161,1618,3970,500,468,2460,2094,17,82,5412,2133,555,217,439,2801,89,2552,7035,5516,1060,739,784,17,170,417,245,11723,362,29771,948,61,2164,334,154,5587,832,500,62,367,1778,113,55,1392,1128,76,595,17
2020.06.02,653,10,943,136,4252,1624,3972,501,470,2530,2102,17,83,5525,2153,561,222,442,2835,94,2597,7085,5553,1082,767,794,17,170,417,256,11771,367,29823,961,65,2185,339,157,5686,842,501,62,381,1810,113,55,1407,1134,78,607,17
2020.06.03,653,10,983,142,4324,1633,3989,505,473,2566,2123,17,83,5621,2179,574,226,450,2870,95,2641,7152,5570,1097,782,799,17,170,431,265,11880,375,29874,999,66,2214,341,159,5759,853,501,62,388,1838,117,55,1428,1139,78,616,17
2020.06.04,653,10,999,151,4402,1644,4007,517,475,2607,2149,17,83,5736,2202,583,227,458,2883,95,2668,7201,5595,1126,794,803,17,187,430,273,11970,383,30021,1006,66,2236,344,159,5842,865,501,64,401,1875,117,55,1445,1150,79,626,17
2020.06.05,676,10,1015,152,4473,1646,4038,521,479,2660,2174,17,83,5795,2223,593,232,466,2912,98,2702,7235,5854,1159,803,813,18,187,436,278,12049,387,30083,1015,71,2253,345,161,5907,876,539,64,408,1900,120,55,1454,1155,84,633,17
2020.06.06,689,10,1043,154,4545,1649,4055,521,483,2688,2178,17,83,5864,2233,599,233,470,2925,98,2740,7289,5894,1181,811,823,18,187,437,283,12106,392,30127,1028,72,2276,347,161,5940,882,539,65,417,1927,121,55,1461,1159,84,645,17
2020.06.07,692,10,1051,154,4570,1653,4071,524,489,2700,2180,17,83,5904,2248,605,233,470,2936,99,2749,7316,5898,1197,817,823,18,187,438,286,12176,396,30219,1032,72,2287,348,163,5953,886,546,65,418,1937,121,55,1472,1170,84,647,17
2020.06.08,718,10,1053,155,4599,1659,4084,527,491,2712,2208,17,83,5924,2265,617,236,472,2944,99,2776,7353,5916,1208,837,832,18,188,442,286,12214,400,30262,1041,72,2303,348,164,5964,890,557,65,421,1948,124,55,1477,1180,84,646,17
2020.06.09,729,11,1076,161,4696,1660,4097,531,495,2765,2285,17,85,6018,2290,626,237,477,2957,100,2811,7408,5948,1228,847,853,18,189,446,286,12303,404,30304,1068,72,2317,354,169,6020,891,568,68,435,1967,127,55,1496,1185,84,661,17
2020.06.10,744,11,1101,165,4805,1665,4120,533,499,2801,2329,17,85,6095,2307,631,240,484,2968,100,2844,7454,5955,1267,868,859,18,191,449,301,12377,410,30384,1090,73,2330,356,169,6070,895,575,69,436,1997,128,55,1514,1186,85,671,18
2020.06.11,755,11,1135,171,4870,1669,4146,535,502,2848,2375,17,85,6185,2322,640,243,493,2987,100,2875,7492,5985,1280,868,870,18,212,459,308,12443,420,30422,1106,74,2343,358,171,6122,901,588,73,441,2024,131,55,1520,1198,86,682,18
2020.06.12,769,12,1156,176,4906,1670,4159,537,506,2877,2418,17,87,6260,2338,644,243,497,2996,100,2900,7538,5990,1305,881,889,18,215,461,315,12489,420,30600,1121,74,2368,360,173,6170,903,593,74,468,2053,139,55,1534,1203,88,689,18
2020.06.13,773,12,1189,177,4992,1671,4186,540,511,2925,2447,17,87,6289,2351,650,245,499,3004,100,2926,7576,6013,1314,889,893,18,215,462,318,12621,431,30637,1127,74,2389,359,173,6221,906,599,75,472,2073,139,55,1541,1207,88,691,18
2020.06.14,773,12,1191,179,5014,1673,4201,541,515,2931,2451,17,87,6308,2372,652,245,499,3014,100,2939,7624,6016,1329,891,893,19,215,463,320,12659,435,30667,1132,74,2408,359,173,6228,909,600,75,475,2090,139,55,1546,1209,88,692,18
2020.06.15,774,12,1203,182,5033,1677,4204,543,515,2938,2494,17,87,6326,2386,658,246,505,3018,101,2947,7647,6018,1335,895,896,19,220,465,320,12708,440,30700,1140,74,2422,359,180,6256,914,602,75,483,2113,143,55,1552,1211,88,694,18
2020.06.16,785,12,1228,188,5096,1680,4210,544,520,2993,2529,17,88,6398,2401,665,246,505,3042,101,2982,7664,6034,1344,915,900,19,231,467,326,12792,447,30750,1169,74,2430,363,182,6287,922,607,77,493,2163,145,55,1570,1219,88,703,18
2020.06.17,790,12,1249,197,5178,1686,4219,547,523,3018,2575,17,88,6485,2418,675,247,518,3062,102,2996,7733,6036,1357,938,919,20,234,473,330,12835,452,30780,1181,74,2443,364,183,6330,928,617,78,497,2201,149,55,1583,1225,88,713,18
2020.06.18,810,12,1283,208,5272,1689,4226,548,527,3061,2605,17,89,6537,2443,680,251,520,3062,102,3016,7769,6061,1376,938,955,20,239,475,331,12869,456,30815,1188,75,2456,366,187,6371,935,621,78,509,2232,152,56,1586,1232,88,719,18
2020.06.19,822,12,1321,214,5341,1691,4238,552,530,3104,2636,17,89,6580,2455,681,254,522,3084,102,3030,7799,6067,1393,938,968,20,244,479,337,12902,464,30856,1202,76,2473,367,188,6408,938,639,81,524,2262,155,56,1602,1239,88,730,20
2020.06.20,838,12,1346,224,5424,1693,4251,552,531,3144,2642,17,89,6625,2465,681,256,524,3104,102,3052,7827,6087,1404,938,975,20,244,486,339,12924,466,30922,1215,76,2481,368,188,6427,942,644,81,524,2292,155,56,1607,1243,88,744,20
2020.06.21,839,12,1349,225,5447,1695,4260,555,533,3161,2643,17,89,6647,2476,686,257,526,3105,102,3066,7857,6090,1412,938,975,20,244,487,339,12939,469,30964,1223,77,2488,369,188,6432,944,653,81,526,2306,158,56,1611,1248,89,744,20
2020.06.22,841,12,1351,227,5468,1699,4263,557,535,3173,2648,17,89,6671,2491,686,258,526,3117,102,3074,7873,6097,1416,978,980,21,249,489,339,12974,469,31015,1278,77,2505,369,192,6436,946,659,81,531,2329,158,56,1620,1253,89,745,20
2020.06.23,864,12,1396,237,5519,1704,4277,557,537,3238,2695,17,89,6707,2495,689,260,537,3134,102,3092,7889,6109,1425,989,986,21,256,489,343,13025,476,31071,1296,78,2517,371,192,6475,953,673,83,542,2355,163,56,1645,1263,92,750,20
2020.06.24,891,12,1467,240,5627,1704,4287,559,541,3281,2698,17,89,6770,2505,690,261,538,3152,103,3108,7937,6114,1432,1011,995,21,257,489,347,13076,480,31096,1325,78,2525,372,195,6528,958,683,84,556,2396,163,56,1661,1266,92,757,20
2020.06.25,896,12,1495,240,5727,1708,4298,559,543,3327,2745,17,90,6810,2518,696,262,546,3164,103,3129,7962,6133,1441,1016,997,21,260,495,357,14872,485,31140,1336,78,2534,375,197,6567,959,693,87,567,2443,164,56,1675,1270,92,766,20
2020.06.26,907,14,1536,249,5794,1711,4307,561,546,3366,2770,17,90,6847,2530,704,265,553,3190,103,3142,8012,6134,1446,1022,1007,22,266,498,365,14914,489,31181,1348,78,2548,377,202,6588,960,694,88,577,2482,166,56,1700,1281,92,766,20
2020.06.27,919,14,1580,259,5820,1714,4311,562,548,3390,2776,18,91,6873,2541,704,268,554,3190,104,3157,8040,6153,1452,1035,1014,22,267,500,367,14948,491,31207,1353,78,2562,384,202,6612,965,711,91,584,2523,167,56,1724,1288,93,777,20
2020.06.28,919,14,1594,264,5856,1715,4316,564,550,3419,2778,18,91,6888,2550,706,269,558,3199,104,3168,8059,6157,1460,1039,1014,22,267,500,367,14975,492,31236,1352,79,2579,385,202,6616,971,716,91,584,2550,167,56,1732,1292,93,777,20
2020.06.29,929,14,1598,265,5894,1720,4320,565,551,3447,2784,18,91,6902,2559,711,273,560,3199,105,3175,8094,6161,1470,1059,1014,22,269,504,367,14992,493,31242,1357,79,2595,385,204,6625,972,720,91,592,2578,168,56,1740,1297,93,777,20
2020.06.30,950,14,1645,270,5990,1724,4322,566,551,3505,2805,18,92,6923,2569,716,273,565,3221,105,3190,8053,6193,1476,1073,1015,22,274,507,371,15035,497,31871,1380,79,2601,387,207,6662,977,739,91,604,2607,172,56,1763,1303,93,784,20
2020.07.01,972,14,1725,277,6076,1731,4324,567,553,3550,2827,18,92,6951,2581,717,277,572,3238,105,3205,8053,6198,1482,1082,1028,22,276,511,373,15078,500,31881,1398,80,2618,389,208,6695,978,766,93,609,2664,173,56,1786,1309,93,786,20
2020.07.02,985,14,1764,279,6198,1738,4326,568,554,3617,2849,18,92,6951,2589,719,280,581,3255,105,3212,8132,6212,1495,1092,1054,22,282,525,375,15107,503,31902,1409,80,2629,395,209,6720,981,784,97,620,2716,176,56,1816,1319,93,793,20
2020.07.03,1006,15,1798,281,6257,1741,4335,568,555,3684,2857,19,93,7005,2600,721,282,585,3278,105,3223,8149,6215,1503,1103,1057,23,284,528,376,15164,511,31975,1419,80,2642,398,209,6753,984,793,97,633,2767,181,56,1845,1328,93,796,20
2020.07.04,1007,16,1817,286,6273,1746,4335,569,557,3702,2857,19,93,7014,2607,721,283,585,3278,107,3236,8172,6218,1503,1107,1061,23,284,530,379,15189,513,31995,1422,80,2654,398,213,6756,986,813,97,637,2803,181,56,1849,1335,94,796,20
2020.07.05,1007,16,1825,287,6308,1747,4335,571,559,3731,2860,19,93,7020,2619,721,284,585,3288,109,3243,8183,6218,1508,1111,1062,23,284,534,381,15211,513,32044,1423,80,2669,398,215,6760,988,820,97,646,2847,184,56,1853,1342,94,796,20
2020.07.06,1007,16,1829,292,6369,1752,4338,572,561,3778,2878,19,94,7026,2635,723,285,593,3296,109,3246,8198,6221,1511,1114,1062,23,283,537,382,15229,515,32057,1432,80,2682,399,215,6762,992,827,97,653,2891,190,56,1853,1351,95,796,20
2020.07.07,1033,17,1927,301,6483,1758,4338,573,561,3841,2899,19,94,7273,2644,732,289,602,3319,110,3266,8213,6251,1514,1158,1078,23,282,548,384,15281,519,32081,1446,84,2697,404,220,6794,994,846,98,665,2992,194,56,1881,1360,95,805,21
2020.07.08,1058,17,1963,305,6631,1766,4343,574,564,3889,2922,19,98,7309,2652,736,289,608,3339,110,3275,8243,6262,1523,1188,1080,23,282,553,386,15332,527,32089,1462,85,2709,407,224,6817,994,884,98,685,3086,201,56,1905,1368,95,807,21
2020.07.09,1068,17,2038,309,6797,1768,4348,574,568,4009,2930,19,100,7329,2663,741,293,612,3355,111,3288,8268,6271,1528,1204,1084,25,284,571,387,15448,533,32121,1477,85,2729,410,230,6853,994,905,101,710,3222,205,56,1937,1384,95,809,21
2020.07.10,1104,17,2082,313,6907,1772,4348,575,568,4102,2965,19,101,7345,2670,743,293,620,3380,111,3303,8296,6285,1533,1215,1095,28,286,579,390,15479,539,32167,1497,85,2746,416,232,6884,997,929,107,723,3283,207,56,1958,1393,95,814,21
2020.07.11,1114,17,2151,319,7002,1774,4348,576,568,4197,2996,19,102,7369,2681,748,295,622,3403,112,3310,8310,6313,1537,1230,1102,29,285,592,391,15525,543,32179,1513,87,2766,421,232,6902,1000,951,109,738,3375,212,56,1962,1400,96,821,21
2020.07.12,1121,17,2237,321,7028,1775,4348,579,568,4242,3003,19,102,7388,2694,752,297,625,3416,114,3319,8325,6314,1540,1249,1103,29,285,593,391,15525,545,32186,1522,87,2780,422,234,6909,1003,961,109,741,3455,215,56,1966,1405,96,820,21
2020.07.13,1124,17,2246,323,7054,1788,4371,581,568,4277,3026,22,102,7394,2703,755,298,629,3423,114,3325,8330,6321,1542,1250,1116,32,288,593,391,15560,548,32231,1529,87,2793,424,237,6919,1004,972,109,749,3534,216,56,1968,1414,97,820,21
2020.07.14,1164,17,2337,331,7182,1795,4372,581,568,4409,3054,22,103,7419,2709,757,299,635,3445,114,3334,8340,6326,1548,1272,1125,34,286,612,392,15582,551,32244,1571,88,2806,428,244,6940,1005,993,109,767,3631,226,56,1977,1426,97,826,22
2020.07.15,1211,17,2434,335,7300,1800,4380,581,571,4521,3091,22,110,7427,2720,777,304,645,3461,114,3341,8368,6330,1558,1290,1131,34,291,618,394,15634,557,32263,1589,88,2818,432,247,6965,1005,998,111,783,3775,233,56,1992,1429,98,827,22
2020.07.16,1230,17,2492,341,7428,1807,4389,581,574,4677,3105,22,114,7452,2730,781,305,650,3485,114,3347,8380,6348,1566,1308,1133,35,299,626,395,15665,562,32282,1607,89,2839,438,249,6991,1006,1070,115,796,3932,234,56,2007,1435,99,831,24
2020.07.17,1265,17,2583,353,7535,1814,4396,581,577,4805,3132,23,118,7465,2739,785,306,658,3509,115,3359,8402,6355,1573,1332,1137,37,301,637,395,15684,565,32299,1623,90,2853,445,254,7012,1008,1096,116,815,4102,235,56,2013,1441,100,833,24
2020.07.18,1286,18,2730,357,7652,1817,4396,583,578,4895,3169,24,119,7483,2748,789,308,667,3509,117,3368,8419,6364,1578,1346,1148,37,301,646,396,15699,569,32312,1648,90,2877,451,257,7024,1012,1135,116,838,4232,243,56,2025,1448,100,843,24
2020.07.19,1287,18,2761,357,7673,1821,4396,586,578,4982,3174,24,119,7488,2757,793,309,670,3543,117,3377,8431,6366,1581,1355,1148,37,301,647,398,15706,571,32329,1652,92,2906,451,260,7033,1014,1155,118,843,4297,243,56,2027,1457,100,844,25
2020.07.20,1291,18,2784,363,7697,1827,4406,586,579,5072,3177,24,122,7494,2771,798,312,671,3462,117,3382,8433,6373,1585,1358,1151,39,313,648,398,15715,578,32340,1677,93,2930,452,262,7036,1016,1164,118,847,4430,247,56,2031,1468,100,846,24
2020.07.21,1303,18,2918,374,7816,1840,4406,588,580,5206,3254,24,126,7517,2780,806,316,674,3498,118,3402,8450,6382,1588,1389,1161,40,310,676,400,15737,588,32354,1705,94,2943,461,269,7056,1017,1221,118,871,4522,251,56,2048,1480,101,859,25
2020.07.22,1364,19,2974,380,7977,1844,4406,590,580,5345,3335,25,135,7540,2793,814,321,677,3558,118,3405,8468,6388,1592,1423,1172,42,311,704,402,15707,591,32392,1732,96,2969,474,271,7082,1018,1285,119,888,4776,260,56,2051,1488,101,865,25
2020.07.23,1397,19,3063,386,8135,1844,4410,590,581,5518,3361,26,138,7560,2803,820,322,684,3574,118,3409,8484,6395,1601,1436,1202,43,316,709,405,15730,596,32428,1756,97,2992,477,273,7098,1018,1334,121,925,4953,267,56,2054,1497,102,878,25
2020.07.24,1438,19,3143,394,8265,1849,4413,592,581,5653,3443,26,144,7577,2814,826,330,691,3715,118,3422,8498,6400,1606,1463,1208,46,316,722,407,15765,601,32430,1789,99,3021,484,282,7120,1018,1385,122,938,5151,273,56,2067,1510,103,878,25
2020.07.25,1456,20,3286,399,8392,1850,4413,594,581,5777,3494,26,144,7589,2825,826,329,696,3715,119,3433,8510,6400,1611,1478,1213,46,316,732,409,15776,607,32442,1811,99,3051,496,282,7129,1021,1465,122,964,5307,274,56,2075,1522,103,891,25
2020.07.26,1473,20,3305,401,8435,1852,4413,595,581,5854,3498,26,146,7590,2835,829,331,700,3763,119,3440,8529,6400,1614,1493,1222,46,316,734,409,15787,614,32464,1817,99,3070,496,289,7132,1022,1491,123,967,5456,274,56,2078,1537,103,892,25
2020.07.27,1491,21,3304,408,8470,1856,4418,596,582,5931,3509,26,152,7608,2839,836,335,709,3786,119,3447,8536,6405,1616,1498,1234,47,317,739,409,15804,619,32479,1838,99,3094,496,289,7137,1023,1506,123,978,6147,281,56,2082,1545,104,893,25
