Confirmed Cumulative,Deaths Cumulative,Date,Confirmed Daily,Deaths Daily,Confirmed Cumulative / Capita,Deaths Cumulative / Capita,Confirmed Daily / Capita,Deaths Daily / Capita,Median Income,Population,Land Area (km2),Population Density
2659255,23405,2022.05.03,0,0,26.59255,0.23405,0.0,0.0,57341,10439388,125920,82.9
2673326,24577,2022.05.04,14071,1172,26.73326,0.24577,0.14071,0.01172,57341,10439388,125920,82.9
2673326,24577,2022.05.05,0,0,26.73326,0.24577,0.0,0.0,57341,10439388,125920,82.9
2673326,24577,2022.05.06,0,0,26.73326,0.24577,0.0,0.0,57341,10439388,125920,82.9
2673326,24577,2022.05.07,0,0,26.73326,0.24577,0.0,0.0,57341,10439388,125920,82.9
2673326,24577,2022.05.08,0,0,26.73326,0.24577,0.0,0.0,57341,10439388,125920,82.9
2673326,24577,2022.05.09,0,0,26.73326,0.24577,0.0,0.0,57341,10439388,125920,82.9
2673326,24577,2022.05.10,0,0,26.73326,0.24577,0.0,0.0,57341,10439388,125920,82.9
2691805,24588,2022.05.11,18479,11,26.91805,0.24588,0.18479,0.00011,57341,10439388,125920,82.9
2691805,24588,2022.05.12,0,0,26.91805,0.24588,0.0,0.0,57341,10439388,125920,82.9
2691805,24588,2022.05.14,0,0,26.91805,0.24588,0.0,0.0,57341,10439388,125920,82.9
2691805,24588,2022.05.15,0,0,26.91805,0.24588,0.0,0.0,57341,10439388,125920,82.9
2691805,24588,2022.05.16,0,0,26.91805,0.24588,0.0,0.0,57341,10439388,125920,82.9
2691805,24588,2022.05.17,0,0,26.91805,0.24588,0.0,0.0,57341,10439388,125920,82.9
2715798,24627,2022.05.18,23993,39,27.15798,0.24627,0.23993,0.00039,57341,10439388,125920,82.9
2715798,24627,2022.05.19,0,0,27.15798,0.24627,0.0,0.0,57341,10439388,125920,82.9
2715798,24627,2022.05.20,0,0,27.15798,0.24627,0.0,0.0,57341,10439388,125920,82.9
2715798,24627,2022.05.21,0,0,27.15798,0.24627,0.0,0.0,57341,10439388,125920,82.9
2715798,24627,2022.05.22,0,0,27.15798,0.24627,0.0,0.0,57341,10439388,125920,82.9
2715798,24627,2022.05.23,0,0,27.15798,0.24627,0.0,0.0,57341,10439388,125920,82.9
2744935,24644,2022.05.25,29137,17,27.44935,0.24644,0.29137,0.00017,57341,10439388,125920,82.9
2744935,24644,2022.05.26,0,0,27.44935,0.24644,0.0,0.0,57341,10439388,125920,82.9
2744935,24644,2022.05.27,0,0,27.44935,0.24644,0.0,0.0,57341,10439388,125920,82.9
2744935,24644,2022.05.28,0,0,27.44935,0.24644,0.0,0.0,57341,10439388,125920,82.9
2744935,24644,2022.05.29,0,0,27.44935,0.24644,0.0,0.0,57341,10439388,125920,82.9
2744935,24644,2022.05.30,0,0,27.44935,0.24644,0.0,0.0,57341,10439388,125920,82.9
2744935,24644,2022.05.31,0,0,27.44935,0.24644,0.0,0.0,57341,10439388,125920,82.9
2772730,24660,2022.06.01,27795,16,27.7273,0.2466,0.27795,0.00016,57341,10439388,125920,82.9
2772730,24660,2022.06.02,0,0,27.7273,0.2466,0.0,0.0,57341,10439388,125920,82.9
2772730,24660,2022.06.03,0,0,27.7273,0.2466,0.0,0.0,57341,10439388,125920,82.9
2772730,24660,2022.06.04,0,0,27.7273,0.2466,0.0,0.0,57341,10439388,125920,82.9
2772730,24660,2022.06.05,0,0,27.7273,0.2466,0.0,0.0,57341,10439388,125920,82.9
2772730,24660,2022.06.06,0,0,27.7273,0.2466,0.0,0.0,57341,10439388,125920,82.9
2772730,24660,2022.06.07,0,0,27.7273,0.2466,0.0,0.0,57341,10439388,125920,82.9
2799515,25094,2022.06.08,26785,434,27.99515,0.25094,0.26785,0.00434,57341,10439388,125920,82.9
2799515,25094,2022.06.09,0,0,27.99515,0.25094,0.0,0.0,57341,10439388,125920,82.9
2799515,25094,2022.06.10,0,0,27.99515,0.25094,0.0,0.0,57341,10439388,125920,82.9
2799515,25094,2022.06.11,0,0,27.99515,0.25094,0.0,0.0,57341,10439388,125920,82.9
2799515,25094,2022.06.12,0,0,27.99515,0.25094,0.0,0.0,57341,10439388,125920,82.9
2799515,25094,2022.06.13,0,0,27.99515,0.25094,0.0,0.0,57341,10439388,125920,82.9
2799515,25094,2022.06.14,0,0,27.99515,0.25094,0.0,0.0,57341,10439388,125920,82.9
2823979,25140,2022.06.15,24464,46,28.23979,0.2514,0.24464,0.00046,57341,10439388,125920,82.9
2823979,25140,2022.06.16,0,0,28.23979,0.2514,0.0,0.0,57341,10439388,125920,82.9
2823979,25140,2022.06.17,0,0,28.23979,0.2514,0.0,0.0,57341,10439388,125920,82.9
2823979,25140,2022.06.18,0,0,28.23979,0.2514,0.0,0.0,57341,10439388,125920,82.9
2823979,25140,2022.06.19,0,0,28.23979,0.2514,0.0,0.0,57341,10439388,125920,82.9
2823979,25140,2022.06.20,0,0,28.23979,0.2514,0.0,0.0,57341,10439388,125920,82.9
2823979,25140,2022.06.21,0,0,28.23979,0.2514,0.0,0.0,57341,10439388,125920,82.9
2843077,25151,2022.06.22,19098,11,28.43077,0.25151,0.19098,0.00011,57341,10439388,125920,82.9
2843077,25151,2022.06.23,0,0,28.43077,0.25151,0.0,0.0,57341,10439388,125920,82.9
2843077,25151,2022.06.24,0,0,28.43077,0.25151,0.0,0.0,57341,10439388,125920,82.9
2843077,25151,2022.06.25,0,0,28.43077,0.25151,0.0,0.0,57341,10439388,125920,82.9
2843077,25151,2022.06.26,0,0,28.43077,0.25151,0.0,0.0,57341,10439388,125920,82.9
2843077,25151,2022.06.27,0,0,28.43077,0.25151,0.0,0.0,57341,10439388,125920,82.9
2843077,25151,2022.06.28,0,0,28.43077,0.25151,0.0,0.0,57341,10439388,125920,82.9
2867218,25209,2022.06.29,24141,58,28.67218,0.25209,0.24141,0.00058,57341,10439388,125920,82.9
2867218,25209,2022.06.30,0,0,28.67218,0.25209,0.0,0.0,57341,10439388,125920,82.9
2867218,25209,2022.07.01,0,0,28.67218,0.25209,0.0,0.0,57341,10439388,125920,82.9
2867218,25209,2022.07.02,0,0,28.67218,0.25209,0.0,0.0,57341,10439388,125920,82.9
2867218,25209,2022.07.03,0,0,28.67218,0.25209,0.0,0.0,57341,10439388,125920,82.9
2867218,25209,2022.07.04,0,0,28.67218,0.25209,0.0,0.0,57341,10439388,125920,82.9
2867218,25209,2022.07.05,0,0,28.67218,0.25209,0.0,0.0,57341,10439388,125920,82.9
2892680,25257,2022.07.06,25462,48,28.9268,0.25257,0.25462,0.00048,57341,10439388,125920,82.9
2892680,25257,2022.07.07,0,0,28.9268,0.25257,0.0,0.0,57341,10439388,125920,82.9
2892680,25257,2022.07.08,0,0,28.9268,0.25257,0.0,0.0,57341,10439388,125920,82.9
2892680,25257,2022.07.09,0,0,28.9268,0.25257,0.0,0.0,57341,10439388,125920,82.9
2892680,25257,2022.07.10,0,0,28.9268,0.25257,0.0,0.0,57341,10439388,125920,82.9
2892680,25257,2022.07.11,0,0,28.9268,0.25257,0.0,0.0,57341,10439388,125920,82.9
2892680,25257,2022.07.12,0,0,28.9268,0.25257,0.0,0.0,57341,10439388,125920,82.9
2919068,25395,2022.07.13,26388,138,29.19068,0.25395,0.26388,0.00138,57341,10439388,125920,82.9
2919068,25395,2022.07.14,0,0,29.19068,0.25395,0.0,0.0,57341,10439388,125920,82.9
2919068,25395,2022.07.15,0,0,29.19068,0.25395,0.0,0.0,57341,10439388,125920,82.9
2919068,25395,2022.07.16,0,0,29.19068,0.25395,0.0,0.0,57341,10439388,125920,82.9
2919068,25395,2022.07.17,0,0,29.19068,0.25395,0.0,0.0,57341,10439388,125920,82.9
2919068,25395,2022.07.18,0,0,29.19068,0.25395,0.0,0.0,57341,10439388,125920,82.9
2919068,25395,2022.07.19,0,0,29.19068,0.25395,0.0,0.0,57341,10439388,125920,82.9
2949198,25435,2022.07.20,30130,40,29.49198,0.25435,0.3013,0.0004,57341,10439388,125920,82.9
2949198,25435,2022.07.21,0,0,29.49198,0.25435,0.0,0.0,57341,10439388,125920,82.9
2949198,25435,2022.07.22,0,0,29.49198,0.25435,0.0,0.0,57341,10439388,125920,82.9
2949198,25435,2022.07.23,0,0,29.49198,0.25435,0.0,0.0,57341,10439388,125920,82.9
2949198,25435,2022.07.24,0,0,29.49198,0.25435,0.0,0.0,57341,10439388,125920,82.9
2949198,25435,2022.07.25,0,0,29.49198,0.25435,0.0,0.0,57341,10439388,125920,82.9
2949198,25435,2022.07.26,0,0,29.49198,0.25435,0.0,0.0,57341,10439388,125920,82.9
2983130,25483,2022.07.27,33932,48,29.8313,0.25483,0.33932,0.00048,57341,10439388,125920,82.9
2983130,25483,2022.07.28,0,0,29.8313,0.25483,0.0,0.0,57341,10439388,125920,82.9
2983130,25483,2022.07.29,0,0,29.8313,0.25483,0.0,0.0,57341,10439388,125920,82.9
2983130,25483,2022.07.30,0,0,29.8313,0.25483,0.0,0.0,57341,10439388,125920,82.9
2983130,25483,2022.07.31,0,0,29.8313,0.25483,0.0,0.0,57341,10439388,125920,82.9
2983130,25483,2022.08.01,0,0,29.8313,0.25483,0.0,0.0,57341,10439388,125920,82.9
2983130,25483,2022.08.02,0,0,29.8313,0.25483,0.0,0.0,57341,10439388,125920,82.9
3016395,25687,2022.08.03,33265,204,30.16395,0.25687,0.33265,0.00204,57341,10439388,125920,82.9
3016395,25687,2022.08.04,0,0,30.16395,0.25687,0.0,0.0,57341,10439388,125920,82.9
3016395,25687,2022.08.06,0,0,30.16395,0.25687,0.0,0.0,57341,10439388,125920,82.9
3016395,25687,2022.08.07,0,0,30.16395,0.25687,0.0,0.0,57341,10439388,125920,82.9
3016395,25687,2022.08.08,0,0,30.16395,0.25687,0.0,0.0,57341,10439388,125920,82.9
3016395,25687,2022.08.09,0,0,30.16395,0.25687,0.0,0.0,57341,10439388,125920,82.9
3047625,25724,2022.08.10,31230,37,30.47625,0.25724,0.3123,0.00037,57341,10439388,125920,82.9
3047625,25724,2022.08.11,0,0,30.47625,0.25724,0.0,0.0,57341,10439388,125920,82.9
3047625,25724,2022.08.12,0,0,30.47625,0.25724,0.0,0.0,57341,10439388,125920,82.9
3047625,25724,2022.08.13,0,0,30.47625,0.25724,0.0,0.0,57341,10439388,125920,82.9
3047625,25724,2022.08.14,0,0,30.47625,0.25724,0.0,0.0,57341,10439388,125920,82.9
3047625,25724,2022.08.15,0,0,30.47625,0.25724,0.0,0.0,57341,10439388,125920,82.9
3047625,25724,2022.08.16,0,0,30.47625,0.25724,0.0,0.0,57341,10439388,125920,82.9
3074964,25760,2022.08.17,27339,36,30.74964,0.2576,0.27339,0.00036,57341,10439388,125920,82.9
3074964,25760,2022.08.18,0,0,30.74964,0.2576,0.0,0.0,57341,10439388,125920,82.9
3074964,25760,2022.08.19,0,0,30.74964,0.2576,0.0,0.0,57341,10439388,125920,82.9
3074964,25760,2022.08.20,0,0,30.74964,0.2576,0.0,0.0,57341,10439388,125920,82.9
3074964,25760,2022.08.21,0,0,30.74964,0.2576,0.0,0.0,57341,10439388,125920,82.9
3074964,25760,2022.08.22,0,0,30.74964,0.2576,0.0,0.0,57341,10439388,125920,82.9
3074964,25760,2022.08.23,0,0,30.74964,0.2576,0.0,0.0,57341,10439388,125920,82.9
3098923,25843,2022.08.24,23959,83,30.98923,0.25843,0.23959,0.00083,57341,10439388,125920,82.9
3098923,25843,2022.08.25,0,0,30.98923,0.25843,0.0,0.0,57341,10439388,125920,82.9
3098923,25843,2022.08.26,0,0,30.98923,0.25843,0.0,0.0,57341,10439388,125920,82.9
3098923,25843,2022.08.27,0,0,30.98923,0.25843,0.0,0.0,57341,10439388,125920,82.9
3098923,25843,2022.08.28,0,0,30.98923,0.25843,0.0,0.0,57341,10439388,125920,82.9
3098923,25843,2022.08.29,0,0,30.98923,0.25843,0.0,0.0,57341,10439388,125920,82.9
3098923,25843,2022.08.30,0,0,30.98923,0.25843,0.0,0.0,57341,10439388,125920,82.9
3120822,26335,2022.08.31,21899,492,31.20822,0.26335,0.21899,0.00492,57341,10439388,125920,82.9
3120822,26335,2022.09.01,0,0,31.20822,0.26335,0.0,0.0,57341,10439388,125920,82.9
3120822,26335,2022.09.02,0,0,31.20822,0.26335,0.0,0.0,57341,10439388,125920,82.9
3120822,26335,2022.09.03,0,0,31.20822,0.26335,0.0,0.0,57341,10439388,125920,82.9
3120822,26335,2022.09.04,0,0,31.20822,0.26335,0.0,0.0,57341,10439388,125920,82.9
3120822,26335,2022.09.05,0,0,31.20822,0.26335,0.0,0.0,57341,10439388,125920,82.9
3120822,26335,2022.09.06,0,0,31.20822,0.26335,0.0,0.0,57341,10439388,125920,82.9
3141302,26365,2022.09.07,20480,30,31.41302,0.26365,0.2048,0.0003,57341,10439388,125920,82.9
3141302,26365,2022.09.08,0,0,31.41302,0.26365,0.0,0.0,57341,10439388,125920,82.9
3141302,26365,2022.09.09,0,0,31.41302,0.26365,0.0,0.0,57341,10439388,125920,82.9
3141302,26365,2022.09.10,0,0,31.41302,0.26365,0.0,0.0,57341,10439388,125920,82.9
3141302,26365,2022.09.11,0,0,31.41302,0.26365,0.0,0.0,57341,10439388,125920,82.9
3141302,26365,2022.09.12,0,0,31.41302,0.26365,0.0,0.0,57341,10439388,125920,82.9
3141302,26365,2022.09.13,0,0,31.41302,0.26365,0.0,0.0,57341,10439388,125920,82.9
3162491,26414,2022.09.14,21189,49,31.62491,0.26414,0.21189,0.00049,57341,10439388,125920,82.9
3162491,26414,2022.09.15,0,0,31.62491,0.26414,0.0,0.0,57341,10439388,125920,82.9
3162491,26414,2022.09.16,0,0,31.62491,0.26414,0.0,0.0,57341,10439388,125920,82.9
3162491,26414,2022.09.17,0,0,31.62491,0.26414,0.0,0.0,57341,10439388,125920,82.9
3162491,26414,2022.09.18,0,0,31.62491,0.26414,0.0,0.0,57341,10439388,125920,82.9
3162491,26414,2022.09.19,0,0,31.62491,0.26414,0.0,0.0,57341,10439388,125920,82.9
3162491,26414,2022.09.20,0,0,31.62491,0.26414,0.0,0.0,57341,10439388,125920,82.9
3182775,26458,2022.09.21,20284,44,31.82775,0.26458,0.20284,0.00044,57341,10439388,125920,82.9
3182775,26458,2022.09.22,0,0,31.82775,0.26458,0.0,0.0,57341,10439388,125920,82.9
3182775,26458,2022.09.23,0,0,31.82775,0.26458,0.0,0.0,57341,10439388,125920,82.9
3182775,26458,2022.09.24,0,0,31.82775,0.26458,0.0,0.0,57341,10439388,125920,82.9
3182775,26458,2022.09.25,0,0,31.82775,0.26458,0.0,0.0,57341,10439388,125920,82.9
3182775,26458,2022.09.26,0,0,31.82775,0.26458,0.0,0.0,57341,10439388,125920,82.9
3182775,26458,2022.09.27,0,0,31.82775,0.26458,0.0,0.0,57341,10439388,125920,82.9
3198866,26525,2022.09.28,16091,67,31.98866,0.26525,0.16091,0.00067,57341,10439388,125920,82.9
3198866,26525,2022.09.29,0,0,31.98866,0.26525,0.0,0.0,57341,10439388,125920,82.9
3198866,26525,2022.09.30,0,0,31.98866,0.26525,0.0,0.0,57341,10439388,125920,82.9
3198866,26525,2022.10.01,0,0,31.98866,0.26525,0.0,0.0,57341,10439388,125920,82.9
3198866,26525,2022.10.02,0,0,31.98866,0.26525,0.0,0.0,57341,10439388,125920,82.9
3198866,26525,2022.10.03,0,0,31.98866,0.26525,0.0,0.0,57341,10439388,125920,82.9
3198866,26525,2022.10.04,0,0,31.98866,0.26525,0.0,0.0,57341,10439388,125920,82.9
3210837,26852,2022.10.05,11971,327,32.10837,0.26852,0.11971,0.00327,57341,10439388,125920,82.9
3210837,26852,2022.10.06,0,0,32.10837,0.26852,0.0,0.0,57341,10439388,125920,82.9
3210837,26852,2022.10.07,0,0,32.10837,0.26852,0.0,0.0,57341,10439388,125920,82.9
3210837,26852,2022.10.08,0,0,32.10837,0.26852,0.0,0.0,57341,10439388,125920,82.9
3210837,26852,2022.10.09,0,0,32.10837,0.26852,0.0,0.0,57341,10439388,125920,82.9
3210837,26852,2022.10.10,0,0,32.10837,0.26852,0.0,0.0,57341,10439388,125920,82.9
3210837,26852,2022.10.11,0,0,32.10837,0.26852,0.0,0.0,57341,10439388,125920,82.9
3220858,26885,2022.10.12,10021,33,32.20858,0.26885,0.10021,0.00033,57341,10439388,125920,82.9
3220858,26885,2022.10.13,0,0,32.20858,0.26885,0.0,0.0,57341,10439388,125920,82.9
3220858,26885,2022.10.14,0,0,32.20858,0.26885,0.0,0.0,57341,10439388,125920,82.9
3220858,26885,2022.10.15,0,0,32.20858,0.26885,0.0,0.0,57341,10439388,125920,82.9
3220858,26885,2022.10.16,0,0,32.20858,0.26885,0.0,0.0,57341,10439388,125920,82.9
3220858,26885,2022.10.17,0,0,32.20858,0.26885,0.0,0.0,57341,10439388,125920,82.9
3220858,26885,2022.10.18,0,0,32.20858,0.26885,0.0,0.0,57341,10439388,125920,82.9
3220858,26885,2022.10.19,0,0,32.20858,0.26885,0.0,0.0,57341,10439388,125920,82.9
3220858,26885,2022.10.20,0,0,32.20858,0.26885,0.0,0.0,57341,10439388,125920,82.9
3220858,26885,2022.10.21,0,0,32.20858,0.26885,0.0,0.0,57341,10439388,125920,82.9
3220858,26885,2022.10.22,0,0,32.20858,0.26885,0.0,0.0,57341,10439388,125920,82.9
3220858,26885,2022.10.23,0,0,32.20858,0.26885,0.0,0.0,57341,10439388,125920,82.9
3220858,26885,2022.10.24,0,0,32.20858,0.26885,0.0,0.0,57341,10439388,125920,82.9
3220858,26885,2022.10.25,0,0,32.20858,0.26885,0.0,0.0,57341,10439388,125920,82.9
3237440,26953,2022.10.26,16582,68,32.3744,0.26953,0.16582,0.00068,57341,10439388,125920,82.9
3237440,26953,2022.10.27,0,0,32.3744,0.26953,0.0,0.0,57341,10439388,125920,82.9
3237440,26953,2022.10.28,0,0,32.3744,0.26953,0.0,0.0,57341,10439388,125920,82.9
3237440,26953,2022.10.29,0,0,32.3744,0.26953,0.0,0.0,57341,10439388,125920,82.9
3237440,26953,2022.10.30,0,0,32.3744,0.26953,0.0,0.0,57341,10439388,125920,82.9
3237440,26953,2022.10.31,0,0,32.3744,0.26953,0.0,0.0,57341,10439388,125920,82.9
3237440,26953,2022.11.01,0,0,32.3744,0.26953,0.0,0.0,57341,10439388,125920,82.9
3246175,27234,2022.11.02,8735,281,32.46175,0.27234,0.08735,0.00281,57341,10439388,125920,82.9
3246175,27234,2022.11.03,0,0,32.46175,0.27234,0.0,0.0,57341,10439388,125920,82.9
3246175,27234,2022.11.04,0,0,32.46175,0.27234,0.0,0.0,57341,10439388,125920,82.9
3246175,27234,2022.11.05,0,0,32.46175,0.27234,0.0,0.0,57341,10439388,125920,82.9
3246175,27234,2022.11.06,0,0,32.46175,0.27234,0.0,0.0,57341,10439388,125920,82.9
3246175,27234,2022.11.07,0,0,32.46175,0.27234,0.0,0.0,57341,10439388,125920,82.9
3246175,27234,2022.11.08,0,0,32.46175,0.27234,0.0,0.0,57341,10439388,125920,82.9
3255506,27258,2022.11.09,9331,24,32.55506,0.27258,0.09331,0.00024,57341,10439388,125920,82.9
3255540,27264,2022.11.10,34,6,32.5554,0.27264,0.00034,6e-05,57341,10439388,125920,82.9
3255540,27264,2022.11.11,0,0,32.5554,0.27264,0.0,0.0,57341,10439388,125920,82.9
3255540,27264,2022.11.12,0,0,32.5554,0.27264,0.0,0.0,57341,10439388,125920,82.9
3255540,27264,2022.11.13,0,0,32.5554,0.27264,0.0,0.0,57341,10439388,125920,82.9
3255540,27264,2022.11.14,0,0,32.5554,0.27264,0.0,0.0,57341,10439388,125920,82.9
3255540,27264,2022.11.15,0,0,32.5554,0.27264,0.0,0.0,57341,10439388,125920,82.9
3262335,27305,2022.11.16,6795,41,32.62335,0.27305,0.06795,0.00041,57341,10439388,125920,82.9
3262335,27305,2022.11.17,0,0,32.62335,0.27305,0.0,0.0,57341,10439388,125920,82.9
3262335,27305,2022.11.18,0,0,32.62335,0.27305,0.0,0.0,57341,10439388,125920,82.9
3262335,27305,2022.11.19,0,0,32.62335,0.27305,0.0,0.0,57341,10439388,125920,82.9
3262335,27305,2022.11.20,0,0,32.62335,0.27305,0.0,0.0,57341,10439388,125920,82.9
3262335,27305,2022.11.21,0,0,32.62335,0.27305,0.0,0.0,57341,10439388,125920,82.9
3262335,27305,2022.11.22,0,0,32.62335,0.27305,0.0,0.0,57341,10439388,125920,82.9
3268501,27347,2022.11.23,6166,42,32.68501,0.27347,0.06166,0.00042,57341,10439388,125920,82.9
3268501,27347,2022.11.24,0,0,32.68501,0.27347,0.0,0.0,57341,10439388,125920,82.9
3268501,27347,2022.11.25,0,0,32.68501,0.27347,0.0,0.0,57341,10439388,125920,82.9
3268501,27347,2022.11.26,0,0,32.68501,0.27347,0.0,0.0,57341,10439388,125920,82.9
3268501,27347,2022.11.27,0,0,32.68501,0.27347,0.0,0.0,57341,10439388,125920,82.9
3268501,27347,2022.11.28,0,0,32.68501,0.27347,0.0,0.0,57341,10439388,125920,82.9
3268501,27347,2022.11.29,0,0,32.68501,0.27347,0.0,0.0,57341,10439388,125920,82.9
3275343,27371,2022.11.30,6842,24,32.75343,0.27371,0.06842,0.00024,57341,10439388,125920,82.9
3275343,27371,2022.12.01,0,0,32.75343,0.27371,0.0,0.0,57341,10439388,125920,82.9
3275343,27371,2022.12.02,0,0,32.75343,0.27371,0.0,0.0,57341,10439388,125920,82.9
3275343,27371,2022.12.03,0,0,32.75343,0.27371,0.0,0.0,57341,10439388,125920,82.9
3275343,27371,2022.12.04,0,0,32.75343,0.27371,0.0,0.0,57341,10439388,125920,82.9
3275343,27371,2022.12.05,0,0,32.75343,0.27371,0.0,0.0,57341,10439388,125920,82.9
3275343,27371,2022.12.06,0,0,32.75343,0.27371,0.0,0.0,57341,10439388,125920,82.9
3286948,27533,2022.12.07,11605,162,32.86948,0.27533,0.11605,0.00162,57341,10439388,125920,82.9
3286948,27533,2022.12.08,0,0,32.86948,0.27533,0.0,0.0,57341,10439388,125920,82.9
3286948,27533,2022.12.09,0,0,32.86948,0.27533,0.0,0.0,57341,10439388,125920,82.9
3286948,27533,2022.12.10,0,0,32.86948,0.27533,0.0,0.0,57341,10439388,125920,82.9
3398161,27967,2023.01.20,111213,434,33.98161,0.27967,1.11213,0.00434,57341,10439388,125920,82.9
3398161,27967,2023.01.21,0,0,33.98161,0.27967,0.0,0.0,57341,10439388,125920,82.9
3398161,27967,2023.01.22,0,0,33.98161,0.27967,0.0,0.0,57341,10439388,125920,82.9
3398161,27967,2023.01.23,0,0,33.98161,0.27967,0.0,0.0,57341,10439388,125920,82.9
3398161,27967,2023.01.24,0,0,33.98161,0.27967,0.0,0.0,57341,10439388,125920,82.9
3412542,28040,2023.01.25,14381,73,34.12542,0.2804,0.14381,0.00073,57341,10439388,125920,82.9
3412542,28040,2023.01.26,0,0,34.12542,0.2804,0.0,0.0,57341,10439388,125920,82.9
3412542,28040,2023.01.27,0,0,34.12542,0.2804,0.0,0.0,57341,10439388,125920,82.9
3412542,28040,2023.01.28,0,0,34.12542,0.2804,0.0,0.0,57341,10439388,125920,82.9
3412542,28040,2023.01.29,0,0,34.12542,0.2804,0.0,0.0,57341,10439388,125920,82.9
3412542,28040,2023.01.30,0,0,34.12542,0.2804,0.0,0.0,57341,10439388,125920,82.9
3412542,28040,2023.01.31,0,0,34.12542,0.2804,0.0,0.0,57341,10439388,125920,82.9
3425789,28102,2023.02.01,13247,62,34.25789,0.28102,0.13247,0.00062,57341,10439388,125920,82.9
3425789,28102,2023.02.02,0,0,34.25789,0.28102,0.0,0.0,57341,10439388,125920,82.9
3425789,28102,2023.02.03,0,0,34.25789,0.28102,0.0,0.0,57341,10439388,125920,82.9
3425789,28102,2023.02.04,0,0,34.25789,0.28102,0.0,0.0,57341,10439388,125920,82.9
3425789,28102,2023.02.05,0,0,34.25789,0.28102,0.0,0.0,57341,10439388,125920,82.9
3425789,28102,2023.02.06,0,0,34.25789,0.28102,0.0,0.0,57341,10439388,125920,82.9
3425789,28102,2023.02.07,0,0,34.25789,0.28102,0.0,0.0,57341,10439388,125920,82.9
3438259,28235,2023.02.08,12470,133,34.38259,0.28235,0.1247,0.00133,57341,10439388,125920,82.9
3438259,28235,2023.02.09,0,0,34.38259,0.28235,0.0,0.0,57341,10439388,125920,82.9
3438259,28235,2023.02.10,0,0,34.38259,0.28235,0.0,0.0,57341,10439388,125920,82.9
3438259,28235,2023.02.11,0,0,34.38259,0.28235,0.0,0.0,57341,10439388,125920,82.9
3438259,28235,2023.02.12,0,0,34.38259,0.28235,0.0,0.0,57341,10439388,125920,82.9
3438259,28235,2023.02.13,0,0,34.38259,0.28235,0.0,0.0,57341,10439388,125920,82.9
3438259,28235,2023.02.14,0,0,34.38259,0.28235,0.0,0.0,57341,10439388,125920,82.9
3449973,28294,2023.02.15,11714,59,34.49973,0.28294,0.11714,0.00059,57341,10439388,125920,82.9
3449973,28294,2023.02.16,0,0,34.49973,0.28294,0.0,0.0,57341,10439388,125920,82.9
3449973,28294,2023.02.17,0,0,34.49973,0.28294,0.0,0.0,57341,10439388,125920,82.9
3449973,28294,2023.02.18,0,0,34.49973,0.28294,0.0,0.0,57341,10439388,125920,82.9
3449973,28294,2023.02.19,0,0,34.49973,0.28294,0.0,0.0,57341,10439388,125920,82.9
3449973,28294,2023.02.20,0,0,34.49973,0.28294,0.0,0.0,57341,10439388,125920,82.9
3449973,28294,2023.02.21,0,0,34.49973,0.28294,0.0,0.0,57341,10439388,125920,82.9
3459600,28346,2023.02.22,9627,52,34.596,0.28346,0.09627,0.00052,57341,10439388,125920,82.9
3459600,28346,2023.02.23,0,0,34.596,0.28346,0.0,0.0,57341,10439388,125920,82.9
3459600,28346,2023.02.24,0,0,34.596,0.28346,0.0,0.0,57341,10439388,125920,82.9
3459600,28346,2023.02.25,0,0,34.596,0.28346,0.0,0.0,57341,10439388,125920,82.9
3459600,28346,2023.02.26,0,0,34.596,0.28346,0.0,0.0,57341,10439388,125920,82.9
3459600,28346,2023.02.27,0,0,34.596,0.28346,0.0,0.0,57341,10439388,125920,82.9
3459600,28346,2023.02.28,0,0,34.596,0.28346,0.0,0.0,57341,10439388,125920,82.9
3467226,28389,2023.03.01,7626,43,34.67226,0.28389,0.07626,0.00043,57341,10439388,125920,82.9
3467226,28389,2023.03.02,0,0,34.67226,0.28389,0.0,0.0,57341,10439388,125920,82.9
3467226,28389,2023.03.03,0,0,34.67226,0.28389,0.0,0.0,57341,10439388,125920,82.9
3467226,28389,2023.03.04,0,0,34.67226,0.28389,0.0,0.0,57341,10439388,125920,82.9
3467226,28389,2023.03.05,0,0,34.67226,0.28389,0.0,0.0,57341,10439388,125920,82.9
3467226,28389,2023.03.06,0,0,34.67226,0.28389,0.0,0.0,57341,10439388,125920,82.9
3467226,28389,2023.03.07,0,0,34.67226,0.28389,0.0,0.0,57341,10439388,125920,82.9
3472644,28432,2023.03.08,5418,43,34.72644,0.28432,0.05418,0.00043,57341,10439388,125920,82.9
3472644,28432,2023.03.09,0,0,34.72644,0.28432,0.0,0.0,57341,10439388,125920,82.9
