Confirmed Cumulative,Deaths Cumulative,Date,Confirmed Daily,Deaths Daily,Confirmed Cumulative / Capita,Deaths Cumulative / Capita,Confirmed Daily / Capita,Deaths Daily / Capita,Median Income,Population,Land Area (km2),Population Density
796023,12414,2022.04.12,199,1,7.96023,0.12414,0.00199,1e-05,45792,2961279,121531,24.36
796139,12420,2022.04.13,116,6,7.96139,0.1242,0.00116,6e-05,45792,2961279,121531,24.36
796262,12421,2022.04.14,123,1,7.96262,0.12421,0.00123,1e-05,45792,2961279,121531,24.36
796348,12422,2022.04.15,86,1,7.96348,0.12422,0.00086,1e-05,45792,2961279,121531,24.36
796348,12422,2022.04.16,0,0,7.96348,0.12422,0.0,0.0,45792,2961279,121531,24.36
796348,12422,2022.04.17,0,0,7.96348,0.12422,0.0,0.0,45792,2961279,121531,24.36
796496,12424,2022.04.18,148,2,7.96496,0.12424,0.00148,2e-05,45792,2961279,121531,24.36
796546,12429,2022.04.19,50,5,7.96546,0.12429,0.0005,5e-05,45792,2961279,121531,24.36
796645,12432,2022.04.20,99,3,7.96645,0.12432,0.00099,3e-05,45792,2961279,121531,24.36
796740,12432,2022.04.21,95,0,7.9674,0.12432,0.00095,0.0,45792,2961279,121531,24.36
796840,12436,2022.04.22,100,4,7.9684,0.12436,0.001,4e-05,45792,2961279,121531,24.36
796840,12436,2022.04.23,0,0,7.9684,0.12436,0.0,0.0,45792,2961279,121531,24.36
796840,12436,2022.04.24,0,0,7.9684,0.12436,0.0,0.0,45792,2961279,121531,24.36
796840,12436,2022.04.25,0,0,7.9684,0.12436,0.0,0.0,45792,2961279,121531,24.36
797161,12436,2022.04.26,321,0,7.97161,0.12436,0.00321,0.0,45792,2961279,121531,24.36
797249,12439,2022.04.27,88,3,7.97249,0.12439,0.00088,3e-05,45792,2961279,121531,24.36
797413,12443,2022.04.28,164,4,7.97413,0.12443,0.00164,4e-05,45792,2961279,121531,24.36
797575,12444,2022.04.29,162,1,7.97575,0.12444,0.00162,1e-05,45792,2961279,121531,24.36
797575,12444,2022.04.30,0,0,7.97575,0.12444,0.0,0.0,45792,2961279,121531,24.36
797575,12444,2022.05.01,0,0,7.97575,0.12444,0.0,0.0,45792,2961279,121531,24.36
797922,12446,2022.05.02,347,2,7.97922,0.12446,0.00347,2e-05,45792,2961279,121531,24.36
798065,12450,2022.05.03,143,4,7.98065,0.1245,0.00143,4e-05,45792,2961279,121531,24.36
798283,12450,2022.05.04,218,0,7.98283,0.1245,0.00218,0.0,45792,2961279,121531,24.36
798467,12451,2022.05.05,184,1,7.98467,0.12451,0.00184,1e-05,45792,2961279,121531,24.36
798721,12454,2022.05.06,254,3,7.98721,0.12454,0.00254,3e-05,45792,2961279,121531,24.36
798721,12454,2022.05.07,0,0,7.98721,0.12454,0.0,0.0,45792,2961279,121531,24.36
798721,12454,2022.05.08,0,0,7.98721,0.12454,0.0,0.0,45792,2961279,121531,24.36
799608,12454,2022.05.09,887,0,7.99608,0.12454,0.00887,0.0,45792,2961279,121531,24.36
799875,12456,2022.05.10,267,2,7.99875,0.12456,0.00267,2e-05,45792,2961279,121531,24.36
800241,12456,2022.05.11,366,0,8.00241,0.12456,0.00366,0.0,45792,2961279,121531,24.36
800826,12457,2022.05.12,585,1,8.00826,0.12457,0.00585,1e-05,45792,2961279,121531,24.36
801527,12457,2022.05.14,701,0,8.01527,0.12457,0.00701,0.0,45792,2961279,121531,24.36
801527,12457,2022.05.15,0,0,8.01527,0.12457,0.0,0.0,45792,2961279,121531,24.36
802482,12460,2022.05.16,955,3,8.02482,0.1246,0.00955,3e-05,45792,2961279,121531,24.36
802794,12461,2022.05.17,312,1,8.02794,0.12461,0.00312,1e-05,45792,2961279,121531,24.36
803311,12461,2022.05.18,517,0,8.03311,0.12461,0.00517,0.0,45792,2961279,121531,24.36
803763,12462,2022.05.19,452,1,8.03763,0.12462,0.00452,1e-05,45792,2961279,121531,24.36
804123,12465,2022.05.20,360,3,8.04123,0.12465,0.0036,3e-05,45792,2961279,121531,24.36
804123,12465,2022.05.21,0,0,8.04123,0.12465,0.0,0.0,45792,2961279,121531,24.36
804123,12465,2022.05.22,0,0,8.04123,0.12465,0.0,0.0,45792,2961279,121531,24.36
805040,12465,2022.05.23,917,0,8.0504,0.12465,0.00917,0.0,45792,2961279,121531,24.36
805800,12466,2022.05.25,760,1,8.058,0.12466,0.0076,1e-05,45792,2961279,121531,24.36
806305,12466,2022.05.26,505,0,8.06305,0.12466,0.00505,0.0,45792,2961279,121531,24.36
806838,12466,2022.05.27,533,0,8.06838,0.12466,0.00533,0.0,45792,2961279,121531,24.36
806838,12466,2022.05.28,0,0,8.06838,0.12466,0.0,0.0,45792,2961279,121531,24.36
806838,12466,2022.05.29,0,0,8.06838,0.12466,0.0,0.0,45792,2961279,121531,24.36
806838,12466,2022.05.30,0,0,8.06838,0.12466,0.0,0.0,45792,2961279,121531,24.36
808338,12467,2022.05.31,1500,1,8.08338,0.12467,0.015,1e-05,45792,2961279,121531,24.36
808888,12470,2022.06.01,550,3,8.08888,0.1247,0.0055,3e-05,45792,2961279,121531,24.36
809810,12470,2022.06.02,922,0,8.0981,0.1247,0.00922,0.0,45792,2961279,121531,24.36
810484,12470,2022.06.03,674,0,8.10484,0.1247,0.00674,0.0,45792,2961279,121531,24.36
810484,12470,2022.06.04,0,0,8.10484,0.1247,0.0,0.0,45792,2961279,121531,24.36
810484,12470,2022.06.05,0,0,8.10484,0.1247,0.0,0.0,45792,2961279,121531,24.36
811833,12471,2022.06.06,1349,1,8.11833,0.12471,0.01349,1e-05,45792,2961279,121531,24.36
812502,12477,2022.06.07,669,6,8.12502,0.12477,0.00669,6e-05,45792,2961279,121531,24.36
813350,12479,2022.06.08,848,2,8.1335,0.12479,0.00848,2e-05,45792,2961279,121531,24.36
814154,12479,2022.06.09,804,0,8.14154,0.12479,0.00804,0.0,45792,2961279,121531,24.36
814979,12480,2022.06.10,825,1,8.14979,0.1248,0.00825,1e-05,45792,2961279,121531,24.36
814979,12480,2022.06.11,0,0,8.14979,0.1248,0.0,0.0,45792,2961279,121531,24.36
814979,12480,2022.06.12,0,0,8.14979,0.1248,0.0,0.0,45792,2961279,121531,24.36
816572,12481,2022.06.13,1593,1,8.16572,0.12481,0.01593,1e-05,45792,2961279,121531,24.36
817450,12489,2022.06.14,878,8,8.1745,0.12489,0.00878,8e-05,45792,2961279,121531,24.36
818550,12489,2022.06.15,1100,0,8.1855,0.12489,0.011,0.0,45792,2961279,121531,24.36
819503,12489,2022.06.16,953,0,8.19503,0.12489,0.00953,0.0,45792,2961279,121531,24.36
820659,12492,2022.06.17,1156,3,8.20659,0.12492,0.01156,3e-05,45792,2961279,121531,24.36
820659,12492,2022.06.18,0,0,8.20659,0.12492,0.0,0.0,45792,2961279,121531,24.36
820659,12492,2022.06.19,0,0,8.20659,0.12492,0.0,0.0,45792,2961279,121531,24.36
820659,12492,2022.06.20,0,0,8.20659,0.12492,0.0,0.0,45792,2961279,121531,24.36
824121,12495,2022.06.21,3462,3,8.24121,0.12495,0.03462,3e-05,45792,2961279,121531,24.36
825440,12502,2022.06.22,1319,7,8.2544,0.12502,0.01319,7e-05,45792,2961279,121531,24.36
827012,12505,2022.06.23,1572,3,8.27012,0.12505,0.01572,3e-05,45792,2961279,121531,24.36
828389,12507,2022.06.24,1377,2,8.28389,0.12507,0.01377,2e-05,45792,2961279,121531,24.36
828389,12507,2022.06.25,0,0,8.28389,0.12507,0.0,0.0,45792,2961279,121531,24.36
828389,12507,2022.06.26,0,0,8.28389,0.12507,0.0,0.0,45792,2961279,121531,24.36
831066,12512,2022.06.27,2677,5,8.31066,0.12512,0.02677,5e-05,45792,2961279,121531,24.36
832212,12516,2022.06.28,1146,4,8.32212,0.12516,0.01146,4e-05,45792,2961279,121531,24.36
832212,12516,2022.06.29,0,0,8.32212,0.12516,0.0,0.0,45792,2961279,121531,24.36
835120,12525,2022.06.30,2908,9,8.3512,0.12525,0.02908,9e-05,45792,2961279,121531,24.36
836757,12526,2022.07.01,1637,1,8.36757,0.12526,0.01637,1e-05,45792,2961279,121531,24.36
836757,12526,2022.07.02,0,0,8.36757,0.12526,0.0,0.0,45792,2961279,121531,24.36
836757,12526,2022.07.03,0,0,8.36757,0.12526,0.0,0.0,45792,2961279,121531,24.36
836757,12526,2022.07.04,0,0,8.36757,0.12526,0.0,0.0,45792,2961279,121531,24.36
839997,12527,2022.07.05,3240,1,8.39997,0.12527,0.0324,1e-05,45792,2961279,121531,24.36
841347,12543,2022.07.06,1350,16,8.41347,0.12543,0.0135,0.00016,45792,2961279,121531,24.36
843191,12543,2022.07.07,1844,0,8.43191,0.12543,0.01844,0.0,45792,2961279,121531,24.36
845205,12545,2022.07.08,2014,2,8.45205,0.12545,0.02014,2e-05,45792,2961279,121531,24.36
845205,12545,2022.07.09,0,0,8.45205,0.12545,0.0,0.0,45792,2961279,121531,24.36
845205,12545,2022.07.10,0,0,8.45205,0.12545,0.0,0.0,45792,2961279,121531,24.36
848886,12546,2022.07.11,3681,1,8.48886,0.12546,0.03681,1e-05,45792,2961279,121531,24.36
850618,12560,2022.07.12,1732,14,8.50618,0.1256,0.01732,0.00014,45792,2961279,121531,24.36
852423,12560,2022.07.13,1805,0,8.52423,0.1256,0.01805,0.0,45792,2961279,121531,24.36
854450,12563,2022.07.14,2027,3,8.5445,0.12563,0.02027,3e-05,45792,2961279,121531,24.36
856061,12568,2022.07.15,1611,5,8.56061,0.12568,0.01611,5e-05,45792,2961279,121531,24.36
856061,12568,2022.07.16,0,0,8.56061,0.12568,0.0,0.0,45792,2961279,121531,24.36
856061,12568,2022.07.17,0,0,8.56061,0.12568,0.0,0.0,45792,2961279,121531,24.36
859352,12573,2022.07.18,3291,5,8.59352,0.12573,0.03291,5e-05,45792,2961279,121531,24.36
860767,12576,2022.07.19,1415,3,8.60767,0.12576,0.01415,3e-05,45792,2961279,121531,24.36
862528,12589,2022.07.20,1761,13,8.62528,0.12589,0.01761,0.00013,45792,2961279,121531,24.36
864529,12589,2022.07.21,2001,0,8.64529,0.12589,0.02001,0.0,45792,2961279,121531,24.36
866040,12603,2022.07.22,1511,14,8.6604,0.12603,0.01511,0.00014,45792,2961279,121531,24.36
866040,12603,2022.07.23,0,0,8.6604,0.12603,0.0,0.0,45792,2961279,121531,24.36
866040,12603,2022.07.24,0,0,8.6604,0.12603,0.0,0.0,45792,2961279,121531,24.36
869466,12604,2022.07.25,3426,1,8.69466,0.12604,0.03426,1e-05,45792,2961279,121531,24.36
870560,12609,2022.07.26,1094,5,8.7056,0.12609,0.01094,5e-05,45792,2961279,121531,24.36
872265,12629,2022.07.27,1705,20,8.72265,0.12629,0.01705,0.0002,45792,2961279,121531,24.36
873857,12630,2022.07.28,1592,1,8.73857,0.1263,0.01592,1e-05,45792,2961279,121531,24.36
875132,12648,2022.07.29,1275,18,8.75132,0.12648,0.01275,0.00018,45792,2961279,121531,24.36
875132,12648,2022.07.30,0,0,8.75132,0.12648,0.0,0.0,45792,2961279,121531,24.36
875132,12648,2022.07.31,0,0,8.75132,0.12648,0.0,0.0,45792,2961279,121531,24.36
877784,12653,2022.08.01,2652,5,8.77784,0.12653,0.02652,5e-05,45792,2961279,121531,24.36
879183,12665,2022.08.02,1399,12,8.79183,0.12665,0.01399,0.00012,45792,2961279,121531,24.36
880758,12675,2022.08.03,1575,10,8.80758,0.12675,0.01575,0.0001,45792,2961279,121531,24.36
882319,12678,2022.08.04,1561,3,8.82319,0.12678,0.01561,3e-05,45792,2961279,121531,24.36
883465,12684,2022.08.06,1146,6,8.83465,0.12684,0.01146,6e-05,45792,2961279,121531,24.36
883465,12684,2022.08.07,0,0,8.83465,0.12684,0.0,0.0,45792,2961279,121531,24.36
886062,12695,2022.08.08,2597,11,8.86062,0.12695,0.02597,0.00011,45792,2961279,121531,24.36
887134,12701,2022.08.09,1072,6,8.87134,0.12701,0.01072,6e-05,45792,2961279,121531,24.36
889213,12714,2022.08.10,2079,13,8.89213,0.12714,0.02079,0.00013,45792,2961279,121531,24.36
890784,12715,2022.08.11,1571,1,8.90784,0.12715,0.01571,1e-05,45792,2961279,121531,24.36
892291,12720,2022.08.12,1507,5,8.92291,0.1272,0.01507,5e-05,45792,2961279,121531,24.36
892291,12720,2022.08.13,0,0,8.92291,0.1272,0.0,0.0,45792,2961279,121531,24.36
892291,12720,2022.08.14,0,0,8.92291,0.1272,0.0,0.0,45792,2961279,121531,24.36
894772,12729,2022.08.15,2481,9,8.94772,0.12729,0.02481,9e-05,45792,2961279,121531,24.36
896300,12733,2022.08.16,1528,4,8.963,0.12733,0.01528,4e-05,45792,2961279,121531,24.36
897715,12750,2022.08.17,1415,17,8.97715,0.1275,0.01415,0.00017,45792,2961279,121531,24.36
899354,12751,2022.08.18,1639,1,8.99354,0.12751,0.01639,1e-05,45792,2961279,121531,24.36
900888,12758,2022.08.19,1534,7,9.00888,0.12758,0.01534,7e-05,45792,2961279,121531,24.36
900888,12758,2022.08.20,0,0,9.00888,0.12758,0.0,0.0,45792,2961279,121531,24.36
900888,12758,2022.08.21,0,0,9.00888,0.12758,0.0,0.0,45792,2961279,121531,24.36
900888,12758,2022.08.22,0,0,9.00888,0.12758,0.0,0.0,45792,2961279,121531,24.36
904905,12766,2022.08.23,4017,8,9.04905,0.12766,0.04017,8e-05,45792,2961279,121531,24.36
904905,12766,2022.08.24,0,0,9.04905,0.12766,0.0,0.0,45792,2961279,121531,24.36
904905,12766,2022.08.25,0,0,9.04905,0.12766,0.0,0.0,45792,2961279,121531,24.36
904905,12766,2022.08.26,0,0,9.04905,0.12766,0.0,0.0,45792,2961279,121531,24.36
904905,12766,2022.08.27,0,0,9.04905,0.12766,0.0,0.0,45792,2961279,121531,24.36
904905,12766,2022.08.28,0,0,9.04905,0.12766,0.0,0.0,45792,2961279,121531,24.36
904905,12766,2022.08.29,0,0,9.04905,0.12766,0.0,0.0,45792,2961279,121531,24.36
913049,12794,2022.08.30,8144,28,9.13049,0.12794,0.08144,0.00028,45792,2961279,121531,24.36
913049,12794,2022.08.31,0,0,9.13049,0.12794,0.0,0.0,45792,2961279,121531,24.36
913049,12794,2022.09.01,0,0,9.13049,0.12794,0.0,0.0,45792,2961279,121531,24.36
913049,12794,2022.09.02,0,0,9.13049,0.12794,0.0,0.0,45792,2961279,121531,24.36
913049,12794,2022.09.03,0,0,9.13049,0.12794,0.0,0.0,45792,2961279,121531,24.36
913049,12794,2022.09.04,0,0,9.13049,0.12794,0.0,0.0,45792,2961279,121531,24.36
913049,12794,2022.09.05,0,0,9.13049,0.12794,0.0,0.0,45792,2961279,121531,24.36
918874,12821,2022.09.06,5825,27,9.18874,0.12821,0.05825,0.00027,45792,2961279,121531,24.36
918874,12821,2022.09.07,0,0,9.18874,0.12821,0.0,0.0,45792,2961279,121531,24.36
918874,12821,2022.09.08,0,0,9.18874,0.12821,0.0,0.0,45792,2961279,121531,24.36
918874,12821,2022.09.09,0,0,9.18874,0.12821,0.0,0.0,45792,2961279,121531,24.36
918874,12821,2022.09.10,0,0,9.18874,0.12821,0.0,0.0,45792,2961279,121531,24.36
918874,12821,2022.09.11,0,0,9.18874,0.12821,0.0,0.0,45792,2961279,121531,24.36
918874,12821,2022.09.12,0,0,9.18874,0.12821,0.0,0.0,45792,2961279,121531,24.36
922493,12853,2022.09.13,3619,32,9.22493,0.12853,0.03619,0.00032,45792,2961279,121531,24.36
922493,12853,2022.09.14,0,0,9.22493,0.12853,0.0,0.0,45792,2961279,121531,24.36
922493,12853,2022.09.15,0,0,9.22493,0.12853,0.0,0.0,45792,2961279,121531,24.36
922493,12853,2022.09.16,0,0,9.22493,0.12853,0.0,0.0,45792,2961279,121531,24.36
922493,12853,2022.09.17,0,0,9.22493,0.12853,0.0,0.0,45792,2961279,121531,24.36
922493,12853,2022.09.18,0,0,9.22493,0.12853,0.0,0.0,45792,2961279,121531,24.36
922493,12853,2022.09.19,0,0,9.22493,0.12853,0.0,0.0,45792,2961279,121531,24.36
925596,12879,2022.09.20,3103,26,9.25596,0.12879,0.03103,0.00026,45792,2961279,121531,24.36
925596,12879,2022.09.21,0,0,9.25596,0.12879,0.0,0.0,45792,2961279,121531,24.36
925596,12879,2022.09.22,0,0,9.25596,0.12879,0.0,0.0,45792,2961279,121531,24.36
925596,12879,2022.09.23,0,0,9.25596,0.12879,0.0,0.0,45792,2961279,121531,24.36
925596,12879,2022.09.24,0,0,9.25596,0.12879,0.0,0.0,45792,2961279,121531,24.36
925596,12879,2022.09.25,0,0,9.25596,0.12879,0.0,0.0,45792,2961279,121531,24.36
925596,12879,2022.09.26,0,0,9.25596,0.12879,0.0,0.0,45792,2961279,121531,24.36
927465,12912,2022.09.27,1869,33,9.27465,0.12912,0.01869,0.00033,45792,2961279,121531,24.36
927465,12912,2022.09.28,0,0,9.27465,0.12912,0.0,0.0,45792,2961279,121531,24.36
927465,12912,2022.09.29,0,0,9.27465,0.12912,0.0,0.0,45792,2961279,121531,24.36
927465,12912,2022.09.30,0,0,9.27465,0.12912,0.0,0.0,45792,2961279,121531,24.36
927465,12912,2022.10.01,0,0,9.27465,0.12912,0.0,0.0,45792,2961279,121531,24.36
927465,12912,2022.10.02,0,0,9.27465,0.12912,0.0,0.0,45792,2961279,121531,24.36
927465,12912,2022.10.03,0,0,9.27465,0.12912,0.0,0.0,45792,2961279,121531,24.36
929079,12928,2022.10.04,1614,16,9.29079,0.12928,0.01614,0.00016,45792,2961279,121531,24.36
929079,12928,2022.10.05,0,0,9.29079,0.12928,0.0,0.0,45792,2961279,121531,24.36
929079,12928,2022.10.06,0,0,9.29079,0.12928,0.0,0.0,45792,2961279,121531,24.36
929079,12928,2022.10.07,0,0,9.29079,0.12928,0.0,0.0,45792,2961279,121531,24.36
929079,12928,2022.10.08,0,0,9.29079,0.12928,0.0,0.0,45792,2961279,121531,24.36
929079,12928,2022.10.09,0,0,9.29079,0.12928,0.0,0.0,45792,2961279,121531,24.36
929079,12928,2022.10.10,0,0,9.29079,0.12928,0.0,0.0,45792,2961279,121531,24.36
930438,12945,2022.10.11,1359,17,9.30438,0.12945,0.01359,0.00017,45792,2961279,121531,24.36
930438,12945,2022.10.12,0,0,9.30438,0.12945,0.0,0.0,45792,2961279,121531,24.36
930438,12945,2022.10.13,0,0,9.30438,0.12945,0.0,0.0,45792,2961279,121531,24.36
930438,12945,2022.10.14,0,0,9.30438,0.12945,0.0,0.0,45792,2961279,121531,24.36
930438,12945,2022.10.15,0,0,9.30438,0.12945,0.0,0.0,45792,2961279,121531,24.36
930438,12945,2022.10.16,0,0,9.30438,0.12945,0.0,0.0,45792,2961279,121531,24.36
930438,12945,2022.10.17,0,0,9.30438,0.12945,0.0,0.0,45792,2961279,121531,24.36
930438,12945,2022.10.18,0,0,9.30438,0.12945,0.0,0.0,45792,2961279,121531,24.36
930438,12945,2022.10.19,0,0,9.30438,0.12945,0.0,0.0,45792,2961279,121531,24.36
930438,12945,2022.10.20,0,0,9.30438,0.12945,0.0,0.0,45792,2961279,121531,24.36
931707,12965,2022.10.21,1269,20,9.31707,0.12965,0.01269,0.0002,45792,2961279,121531,24.36
931707,12965,2022.10.22,0,0,9.31707,0.12965,0.0,0.0,45792,2961279,121531,24.36
931707,12965,2022.10.23,0,0,9.31707,0.12965,0.0,0.0,45792,2961279,121531,24.36
931707,12965,2022.10.24,0,0,9.31707,0.12965,0.0,0.0,45792,2961279,121531,24.36
931707,12965,2022.10.25,0,0,9.31707,0.12965,0.0,0.0,45792,2961279,121531,24.36
933065,12968,2022.10.26,1358,3,9.33065,0.12968,0.01358,3e-05,45792,2961279,121531,24.36
933065,12968,2022.10.27,0,0,9.33065,0.12968,0.0,0.0,45792,2961279,121531,24.36
933065,12968,2022.10.28,0,0,9.33065,0.12968,0.0,0.0,45792,2961279,121531,24.36
933065,12968,2022.10.29,0,0,9.33065,0.12968,0.0,0.0,45792,2961279,121531,24.36
933065,12968,2022.10.30,0,0,9.33065,0.12968,0.0,0.0,45792,2961279,121531,24.36
933065,12968,2022.10.31,0,0,9.33065,0.12968,0.0,0.0,45792,2961279,121531,24.36
933065,12968,2022.11.01,0,0,9.33065,0.12968,0.0,0.0,45792,2961279,121531,24.36
934401,12992,2022.11.02,1336,24,9.34401,0.12992,0.01336,0.00024,45792,2961279,121531,24.36
934401,12992,2022.11.03,0,0,9.34401,0.12992,0.0,0.0,45792,2961279,121531,24.36
934401,12992,2022.11.04,0,0,9.34401,0.12992,0.0,0.0,45792,2961279,121531,24.36
934401,12992,2022.11.05,0,0,9.34401,0.12992,0.0,0.0,45792,2961279,121531,24.36
934401,12992,2022.11.06,0,0,9.34401,0.12992,0.0,0.0,45792,2961279,121531,24.36
934401,12992,2022.11.07,0,0,9.34401,0.12992,0.0,0.0,45792,2961279,121531,24.36
934401,12992,2022.11.08,0,0,9.34401,0.12992,0.0,0.0,45792,2961279,121531,24.36
935770,13005,2022.11.09,1369,13,9.3577,0.13005,0.01369,0.00013,45792,2961279,121531,24.36
935770,13005,2022.11.10,0,0,9.3577,0.13005,0.0,0.0,45792,2961279,121531,24.36
935770,13005,2022.11.11,0,0,9.3577,0.13005,0.0,0.0,45792,2961279,121531,24.36
935770,13005,2022.11.12,0,0,9.3577,0.13005,0.0,0.0,45792,2961279,121531,24.36
935770,13005,2022.11.13,0,0,9.3577,0.13005,0.0,0.0,45792,2961279,121531,24.36
935770,13005,2022.11.14,0,0,9.3577,0.13005,0.0,0.0,45792,2961279,121531,24.36
936814,13017,2022.11.15,1044,12,9.36814,0.13017,0.01044,0.00012,45792,2961279,121531,24.36
936814,13017,2022.11.16,0,0,9.36814,0.13017,0.0,0.0,45792,2961279,121531,24.36
936814,13017,2022.11.17,0,0,9.36814,0.13017,0.0,0.0,45792,2961279,121531,24.36
936814,13017,2022.11.18,0,0,9.36814,0.13017,0.0,0.0,45792,2961279,121531,24.36
936814,13017,2022.11.19,0,0,9.36814,0.13017,0.0,0.0,45792,2961279,121531,24.36
936814,13017,2022.11.20,0,0,9.36814,0.13017,0.0,0.0,45792,2961279,121531,24.36
936814,13017,2022.11.21,0,0,9.36814,0.13017,0.0,0.0,45792,2961279,121531,24.36
936814,13017,2022.11.22,0,0,9.36814,0.13017,0.0,0.0,45792,2961279,121531,24.36
936814,13017,2022.11.23,0,0,9.36814,0.13017,0.0,0.0,45792,2961279,121531,24.36
936814,13017,2022.11.24,0,0,9.36814,0.13017,0.0,0.0,45792,2961279,121531,24.36
936814,13017,2022.11.25,0,0,9.36814,0.13017,0.0,0.0,45792,2961279,121531,24.36
936814,13017,2022.11.26,0,0,9.36814,0.13017,0.0,0.0,45792,2961279,121531,24.36
936814,13017,2022.11.27,0,0,9.36814,0.13017,0.0,0.0,45792,2961279,121531,24.36
938189,13034,2022.11.28,1375,17,9.38189,0.13034,0.01375,0.00017,45792,2961279,121531,24.36
940023,13036,2022.11.29,1834,2,9.40023,0.13036,0.01834,2e-05,45792,2961279,121531,24.36
940023,13036,2022.11.30,0,0,9.40023,0.13036,0.0,0.0,45792,2961279,121531,24.36
940023,13036,2022.12.01,0,0,9.40023,0.13036,0.0,0.0,45792,2961279,121531,24.36
940023,13036,2022.12.02,0,0,9.40023,0.13036,0.0,0.0,45792,2961279,121531,24.36
940023,13036,2022.12.03,0,0,9.40023,0.13036,0.0,0.0,45792,2961279,121531,24.36
940023,13036,2022.12.04,0,0,9.40023,0.13036,0.0,0.0,45792,2961279,121531,24.36
940023,13036,2022.12.05,0,0,9.40023,0.13036,0.0,0.0,45792,2961279,121531,24.36
943402,13051,2022.12.06,3379,15,9.43402,0.13051,0.03379,0.00015,45792,2961279,121531,24.36
943402,13051,2022.12.07,0,0,9.43402,0.13051,0.0,0.0,45792,2961279,121531,24.36
943402,13051,2022.12.08,0,0,9.43402,0.13051,0.0,0.0,45792,2961279,121531,24.36
943402,13051,2022.12.09,0,0,9.43402,0.13051,0.0,0.0,45792,2961279,121531,24.36
943402,13051,2022.12.10,0,0,9.43402,0.13051,0.0,0.0,45792,2961279,121531,24.36
970585,13151,2023.01.20,27183,100,9.70585,0.13151,0.27183,0.001,45792,2961279,121531,24.36
970585,13151,2023.01.21,0,0,9.70585,0.13151,0.0,0.0,45792,2961279,121531,24.36
970585,13151,2023.01.22,0,0,9.70585,0.13151,0.0,0.0,45792,2961279,121531,24.36
970585,13151,2023.01.23,0,0,9.70585,0.13151,0.0,0.0,45792,2961279,121531,24.36
970585,13151,2023.01.24,0,0,9.70585,0.13151,0.0,0.0,45792,2961279,121531,24.36
970585,13151,2023.01.25,0,0,9.70585,0.13151,0.0,0.0,45792,2961279,121531,24.36
974487,13191,2023.01.26,3902,40,9.74487,0.13191,0.03902,0.0004,45792,2961279,121531,24.36
974487,13191,2023.01.27,0,0,9.74487,0.13191,0.0,0.0,45792,2961279,121531,24.36
974487,13191,2023.01.28,0,0,9.74487,0.13191,0.0,0.0,45792,2961279,121531,24.36
974487,13191,2023.01.29,0,0,9.74487,0.13191,0.0,0.0,45792,2961279,121531,24.36
974487,13191,2023.01.30,0,0,9.74487,0.13191,0.0,0.0,45792,2961279,121531,24.36
977790,13225,2023.01.31,3303,34,9.7779,0.13225,0.03303,0.00034,45792,2961279,121531,24.36
977790,13225,2023.02.01,0,0,9.7779,0.13225,0.0,0.0,45792,2961279,121531,24.36
977790,13225,2023.02.02,0,0,9.7779,0.13225,0.0,0.0,45792,2961279,121531,24.36
977790,13225,2023.02.03,0,0,9.7779,0.13225,0.0,0.0,45792,2961279,121531,24.36
977790,13225,2023.02.04,0,0,9.7779,0.13225,0.0,0.0,45792,2961279,121531,24.36
977790,13225,2023.02.05,0,0,9.7779,0.13225,0.0,0.0,45792,2961279,121531,24.36
977790,13225,2023.02.06,0,0,9.7779,0.13225,0.0,0.0,45792,2961279,121531,24.36
981020,13257,2023.02.07,3230,32,9.8102,0.13257,0.0323,0.00032,45792,2961279,121531,24.36
981020,13257,2023.02.08,0,0,9.8102,0.13257,0.0,0.0,45792,2961279,121531,24.36
981020,13257,2023.02.09,0,0,9.8102,0.13257,0.0,0.0,45792,2961279,121531,24.36
981020,13257,2023.02.10,0,0,9.8102,0.13257,0.0,0.0,45792,2961279,121531,24.36
981020,13257,2023.02.11,0,0,9.8102,0.13257,0.0,0.0,45792,2961279,121531,24.36
981020,13257,2023.02.12,0,0,9.8102,0.13257,0.0,0.0,45792,2961279,121531,24.36
981020,13257,2023.02.13,0,0,9.8102,0.13257,0.0,0.0,45792,2961279,121531,24.36
981020,13257,2023.02.14,0,0,9.8102,0.13257,0.0,0.0,45792,2961279,121531,24.36
984614,13296,2023.02.15,3594,39,9.84614,0.13296,0.03594,0.00039,45792,2961279,121531,24.36
984614,13296,2023.02.16,0,0,9.84614,0.13296,0.0,0.0,45792,2961279,121531,24.36
984614,13296,2023.02.17,0,0,9.84614,0.13296,0.0,0.0,45792,2961279,121531,24.36
984614,13296,2023.02.18,0,0,9.84614,0.13296,0.0,0.0,45792,2961279,121531,24.36
984614,13296,2023.02.19,0,0,9.84614,0.13296,0.0,0.0,45792,2961279,121531,24.36
984614,13296,2023.02.20,0,0,9.84614,0.13296,0.0,0.0,45792,2961279,121531,24.36
984614,13296,2023.02.21,0,0,9.84614,0.13296,0.0,0.0,45792,2961279,121531,24.36
987105,13320,2023.02.22,2491,24,9.87105,0.1332,0.02491,0.00024,45792,2961279,121531,24.36
987105,13320,2023.02.23,0,0,9.87105,0.1332,0.0,0.0,45792,2961279,121531,24.36
987105,13320,2023.02.24,0,0,9.87105,0.1332,0.0,0.0,45792,2961279,121531,24.36
987105,13320,2023.02.25,0,0,9.87105,0.1332,0.0,0.0,45792,2961279,121531,24.36
